state,year, population 
IA,2016," 3,131,785 "
KS,2016," 2,911,263 "
KY,2016," 4,438,229 "
LA,2016," 4,678,215 "
ME,2016," 1,331,370 "
MD,2016," 6,004,692 "
MA,2016," 6,826,022 "
MI,2016," 9,951,890 "
MN,2016," 5,523,409 "
MS,2016," 2,988,298 "
MO,2016," 6,087,203 "
MT,2016," 1,040,863 "
NE,2016," 1,905,924 "
NV,2016," 2,919,772 "
NH,2016," 1,342,373 "
NJ,2016," 8,874,516 "
NM,2016," 2,092,789 "
NY,2016," 19,641,589 "
NC,2016," 10,156,679 "
ND,2016," 754,353 "
OH,2016," 11,635,003 "
OK,2016," 3,926,769 "
OR,2016," 4,091,404 "
PA,2016," 12,783,538 "
RI,2016," 1,057,063 "
SC,2016," 4,958,235 "
SD,2016," 862,890 "
TN,2016," 6,645,011 "
TX,2016," 27,937,492 "
UT,2016," 3,042,613 "
VT,2016," 623,644 "
VA,2016," 8,410,946 "
WA,2016," 7,294,680 "
WV,2016," 1,830,929 "
WI,2016," 5,772,958 "
WY,2016," 584,290 "
AL,2017," 4,875,120 "
AK,2017," 739,786 "
AZ,2017," 7,048,876 "
AR,2017," 3,002,997 "
CA,2017," 39,399,349 "
CO,2017," 5,615,902 "
CT,2017," 3,573,880 "
DE,2017," 957,078 "
DC,2017," 695,691 "
FL,2017," 20,976,812 "
GA,2017," 10,413,055 "
HI,2017," 1,424,203 "
ID,2017," 1,718,904 "
IL,2017," 12,786,196 "
IN,2017," 6,660,082 "
IA,2017," 3,143,637 "
KS,2017," 2,910,689 "
KY,2017," 4,453,874 "
LA,2017," 4,670,818 "
ME,2017," 1,335,063 "
MD,2017," 6,024,891 "
MA,2017," 6,863,246 "
MI,2017," 9,976,447 "
MN,2017," 5,568,155 "
MS,2017," 2,989,663 "
MO,2017," 6,108,612 "
MT,2017," 1,053,090 "
NE,2017," 1,917,575 "
NV,2017," 2,972,405 "
NH,2017," 1,349,767 "
NJ,2017," 8,888,543 "
NM,2017," 2,093,395 "
NY,2017," 19,590,719 "
NC,2017," 10,270,800 "
ND,2017," 755,176 "
OH,2017," 11,664,129 "
OK,2017," 3,932,640 "
OR,2017," 4,146,592 "
PA,2017," 12,790,447 "
RI,2017," 1,056,486 "
SC,2017," 5,021,219 "
SD,2017," 873,286 "
TN,2017," 6,708,794 "
TX,2017," 28,322,717 "
UT,2017," 3,103,118 "
VT,2017," 624,525 "
VA,2017," 8,465,207 "
WA,2017," 7,425,432 "
WV,2017," 1,817,048 "
WI,2017," 5,792,051 "
WY,2017," 578,934 "
AL,2018," 4,887,871 "
AK,2018," 737,438 "
AZ,2018," 7,171,646 "
AR,2018," 3,013,825 "
CA,2018," 39,557,045 "
CO,2018," 5,695,564 "
CT,2018," 3,572,665 "
DE,2018," 967,171 "
DC,2018," 702,455 "
FL,2018," 21,299,325 "
GA,2018," 10,519,475 "
HI,2018," 1,420,491 "
ID,2018," 1,754,208 "
IL,2018," 12,741,080 "
IN,2018," 6,691,878 "
IA,2018," 3,156,145 "
KS,2018," 2,911,505 "
KY,2018," 4,468,402 "
LA,2018," 4,659,978 "
ME,2018," 1,338,404 "
MD,2018," 6,042,718 "
MA,2018," 6,902,149 "
MI,2018," 9,995,915 "
MN,2018," 5,611,179 "
MS,2018," 2,986,530 "
MO,2018," 6,126,452 "
MT,2018," 1,062,305 "
NE,2018," 1,929,268 "
NV,2018," 3,034,392 "
NH,2018," 1,356,458 "
NJ,2018," 8,908,520 "
NM,2018," 2,095,428 "
NY,2018," 19,542,209 "
NC,2018," 10,383,620 "
ND,2018," 760,077 "
OH,2018," 11,689,442 "
OK,2018," 3,943,079 "
OR,2018," 4,190,713 "
PA,2018," 12,807,060 "
RI,2018," 1,057,315 "
SC,2018," 5,084,127 "
SD,2018," 882,235 "
TN,2018," 6,770,010 "
TX,2018," 28,701,845 "
UT,2018," 3,161,105 "
VT,2018," 626,299 "
VA,2018," 8,517,685 "
WA,2018," 7,535,591 "
WV,2018," 1,805,832 "
WI,2018," 5,813,568 "
WY,2018," 577,737 "
