"year","period","periodName","value","state","quarter"
1983,"M09","September","6.2","HI",3
1983,"M12","December","5.3","HI",4
1984,"M03","March","5.6","HI",1
1984,"M06","June","6.4","HI",2
1984,"M09","September","6.0","HI",3
1984,"M12","December","5.3","HI",4
1985,"M03","March","4.9","HI",1
1985,"M06","June","6.3","HI",2
1985,"M09","September","5.7","HI",3
1985,"M12","December","4.7","HI",4
1986,"M03","March","5.1","HI",1
1986,"M06","June","5.7","HI",2
1986,"M09","September","4.8","HI",3
1986,"M12","December","3.5","HI",4
1987,"M03","March","3.9","HI",1
1987,"M06","June","4.7","HI",2
1987,"M09","September","4.0","HI",3
1987,"M12","December","2.8","HI",4
1988,"M03","March","3.2","HI",1
1988,"M06","June","3.7","HI",2
1988,"M09","September","3.4","HI",3
1988,"M12","December","2.6","HI",4
1989,"M03","March","2.4","HI",1
1989,"M06","June","3.1","HI",2
1989,"M09","September","2.7","HI",3
1989,"M12","December","2.1","HI",4
1990,"M03","March","2.7","HI",1
1990,"M06","June","3.4","HI",2
1990,"M09","September","2.8","HI",3
1990,"M12","December","1.9","HI",4
1991,"M03","March","2.8","HI",1
1991,"M06","June","3.5","HI",2
1991,"M09","September","3.2","HI",3
1991,"M12","December","2.9","HI",4
1992,"M03","March","3.8","HI",1
1992,"M06","June","5.1","HI",2
1992,"M09","September","4.5","HI",3
1992,"M12","December","4.3","HI",4
1993,"M03","March","4.6","HI",1
1993,"M06","June","5.0","HI",2
1993,"M09","September","4.3","HI",3
1993,"M12","December","4.2","HI",4
1994,"M03","March","5.4","HI",1
1994,"M06","June","6.2","HI",2
1994,"M09","September","5.9","HI",3
1994,"M12","December","4.7","HI",4
1995,"M03","March","5.3","HI",1
1995,"M06","June","6.6","HI",2
1995,"M09","September","6.4","HI",3
1995,"M12","December","5.4","HI",4
1996,"M03","March","6.1","HI",1
1996,"M06","June","6.9","HI",2
1996,"M09","September","6.4","HI",3
1996,"M12","December","5.7","HI",4
1997,"M03","March","6.1","HI",1
1997,"M06","June","7.0","HI",2
1997,"M09","September","6.6","HI",3
1997,"M12","December","5.6","HI",4
1998,"M03","March","6.0","HI",1
1998,"M06","June","6.9","HI",2
1998,"M09","September","6.6","HI",3
1998,"M12","December","5.5","HI",4
1999,"M03","March","5.6","HI",1
1999,"M06","June","6.2","HI",2
1999,"M09","September","5.4","HI",3
1999,"M12","December","4.4","HI",4
2000,"M03","March","4.3","HI",1
2000,"M06","June","4.8","HI",2
2000,"M09","September","4.3","HI",3
2000,"M12","December","3.6","HI",4
2001,"M03","March","4.0","HI",1
2001,"M06","June","4.9","HI",2
2001,"M09","September","4.4","HI",3
2001,"M12","December","4.9","HI",4
2002,"M03","March","4.5","HI",1
2002,"M06","June","4.7","HI",2
2002,"M09","September","4.2","HI",3
2002,"M12","December","3.2","HI",4
2003,"M03","March","3.8","HI",1
2003,"M06","June","5.0","HI",2
2003,"M09","September","4.6","HI",3
2003,"M12","December","3.6","HI",4
2004,"M03","March","3.6","HI",1
2004,"M06","June","3.9","HI",2
2004,"M09","September","3.4","HI",3
2004,"M12","December","2.8","HI",4
2005,"M03","March","2.8","HI",1
2005,"M06","June","3.4","HI",2
2005,"M09","September","3.0","HI",3
2005,"M12","December","2.3","HI",4
2006,"M03","March","2.8","HI",1
2006,"M06","June","3.4","HI",2
2006,"M09","September","2.6","HI",3
2006,"M12","December","1.9","HI",4
2007,"M03","March","2.6","HI",1
2007,"M06","June","3.3","HI",2
2007,"M09","September","3.1","HI",3
2007,"M12","December","2.9","HI",4
2008,"M03","March","3.2","HI",1
2008,"M06","June","4.7","HI",2
2008,"M09","September","5.1","HI",3
2008,"M12","December","5.6","HI",4
2009,"M03","March","7.0","HI",1
2009,"M06","June","7.9","HI",2
2009,"M09","September","7.6","HI",3
2009,"M12","December","6.8","HI",4
2010,"M03","March","6.9","HI",1
2010,"M06","June","7.5","HI",2
2010,"M09","September","7.1","HI",3
2010,"M12","December","6.4","HI",4
2011,"M03","March","6.6","HI",1
2011,"M06","June","7.4","HI",2
2011,"M09","September","7.1","HI",3
2011,"M12","December","6.4","HI",4
2012,"M03","March","6.5","HI",1
2012,"M06","June","6.8","HI",2
2012,"M09","September","5.7","HI",3
2012,"M12","December","4.8","HI",4
2013,"M03","March","4.9","HI",1
2013,"M06","June","5.4","HI",2
2013,"M09","September","5.0","HI",3
2013,"M12","December","4.4","HI",4
2014,"M03","March","4.5","HI",1
2014,"M06","June","5.0","HI",2
2014,"M09","September","4.3","HI",3
2014,"M12","December","3.7","HI",4
2015,"M03","March","3.8","HI",1
2015,"M06","June","4.1","HI",2
2015,"M09","September","3.6","HI",3
2015,"M12","December","2.8","HI",4
2016,"M03","March","3.0","HI",1
2016,"M06","June","3.6","HI",2
2016,"M09","September","3.0","HI",3
2016,"M12","December","2.4","HI",4
2017,"M03","March","2.5","HI",1
2017,"M06","June","3.0","HI",2
2017,"M09","September","2.4","HI",3
2017,"M12","December","2.0","HI",4
2018,"M03","March","2.3","HI",1
2018,"M06","June","3.0","HI",2
2018,"M09","September","2.8","HI",3
2018,"M12","December","2.4","HI",4
2019,"M03","March","2.7","HI",1
2019,"M06","June","3.3","HI",2
2019,"M09","September","2.8","HI",3
2019,"M12","December","2.2","HI",4
2020,"M03","March","2.3","HI",1
2020,"M06","June","13.9","HI",2
2020,"M09","September","true","HI",3
1976,"M03","March","5.0","IA",1
1976,"M06","June","4.0","IA",2
1976,"M09","September","3.4","IA",3
1976,"M12","December","4.1","IA",4
1977,"M03","March","4.5","IA",1
1977,"M06","June","4.0","IA",2
1977,"M09","September","3.3","IA",3
1977,"M12","December","3.8","IA",4
1978,"M03","March","4.6","IA",1
1978,"M06","June","3.8","IA",2
1978,"M09","September","3.3","IA",3
1978,"M12","December","4.3","IA",4
1979,"M03","March","4.6","IA",1
1979,"M06","June","4.2","IA",2
1979,"M09","September","3.9","IA",3
1979,"M12","December","4.7","IA",4
1980,"M03","March","5.5","IA",1
1980,"M06","June","6.7","IA",2
1980,"M09","September","6.3","IA",3
1980,"M12","December","6.2","IA",4
1981,"M03","March","6.7","IA",1
1981,"M06","June","6.5","IA",2
1981,"M09","September","6.4","IA",3
1981,"M12","December","7.7","IA",4
1982,"M03","March","9.0","IA",1
1982,"M06","June","8.6","IA",2
1982,"M09","September","8.1","IA",3
1982,"M12","December","9.1","IA",4
1983,"M03","March","9.6","IA",1
1983,"M06","June","8.0","IA",2
1983,"M09","September","6.8","IA",3
1983,"M12","December","7.2","IA",4
1984,"M03","March","7.6","IA",1
1984,"M06","June","6.6","IA",2
1984,"M09","September","6.5","IA",3
1984,"M12","December","7.4","IA",4
1985,"M03","March","8.2","IA",1
1985,"M06","June","7.3","IA",2
1985,"M09","September","7.1","IA",3
1985,"M12","December","7.3","IA",4
1986,"M03","March","7.9","IA",1
1986,"M06","June","6.7","IA",2
1986,"M09","September","6.1","IA",3
1986,"M12","December","6.3","IA",4
1987,"M03","March","6.3","IA",1
1987,"M06","June","5.6","IA",2
1987,"M09","September","5.1","IA",3
1987,"M12","December","4.9","IA",4
1988,"M03","March","5.1","IA",1
1988,"M06","June","4.5","IA",2
1988,"M09","September","4.1","IA",3
1988,"M12","December","4.3","IA",4
1989,"M03","March","4.5","IA",1
1989,"M06","June","4.1","IA",2
1989,"M09","September","4.0","IA",3
1989,"M12","December","4.2","IA",4
1990,"M03","March","4.9","IA",1
1990,"M06","June","4.2","IA",2
1990,"M09","September","4.1","IA",3
1990,"M12","December","4.8","IA",4
1991,"M03","March","5.4","IA",1
1991,"M06","June","4.6","IA",2
1991,"M09","September","4.2","IA",3
1991,"M12","December","4.9","IA",4
1992,"M03","March","5.1","IA",1
1992,"M06","June","4.5","IA",2
1992,"M09","September","4.0","IA",3
1992,"M12","December","4.4","IA",4
1993,"M03","March","4.7","IA",1
1993,"M06","June","4.0","IA",2
1993,"M09","September","3.5","IA",3
1993,"M12","December","3.8","IA",4
1994,"M03","March","4.3","IA",1
1994,"M06","June","3.4","IA",2
1994,"M09","September","3.1","IA",3
1994,"M12","December","3.5","IA",4
1995,"M03","March","3.9","IA",1
1995,"M06","June","3.5","IA",2
1995,"M09","September","3.1","IA",3
1995,"M12","December","3.5","IA",4
1996,"M03","March","4.1","IA",1
1996,"M06","June","3.5","IA",2
1996,"M09","September","3.1","IA",3
1996,"M12","December","3.5","IA",4
1997,"M03","March","3.8","IA",1
1997,"M06","June","3.1","IA",2
1997,"M09","September","2.7","IA",3
1997,"M12","December","3.0","IA",4
1998,"M03","March","3.3","IA",1
1998,"M06","June","2.7","IA",2
1998,"M09","September","2.4","IA",3
1998,"M12","December","2.8","IA",4
1999,"M03","March","3.0","IA",1
1999,"M06","June","2.6","IA",2
1999,"M09","September","2.2","IA",3
1999,"M12","December","2.5","IA",4
2000,"M03","March","2.8","IA",1
2000,"M06","June","2.5","IA",2
2000,"M09","September","2.3","IA",3
2000,"M12","December","2.9","IA",4
2001,"M03","March","3.8","IA",1
2001,"M06","June","3.2","IA",2
2001,"M09","September","3.0","IA",3
2001,"M12","December","3.8","IA",4
2002,"M03","March","4.5","IA",1
2002,"M06","June","4.0","IA",2
2002,"M09","September","3.6","IA",3
2002,"M12","December","4.2","IA",4
2003,"M03","March","5.0","IA",1
2003,"M06","June","4.6","IA",2
2003,"M09","September","4.2","IA",3
2003,"M12","December","4.5","IA",4
2004,"M03","March","5.0","IA",1
2004,"M06","June","4.5","IA",2
2004,"M09","September","4.3","IA",3
2004,"M12","December","4.6","IA",4
2005,"M03","March","4.8","IA",1
2005,"M06","June","4.2","IA",2
2005,"M09","September","3.8","IA",3
2005,"M12","December","4.4","IA",4
2006,"M03","March","4.1","IA",1
2006,"M06","June","3.6","IA",2
2006,"M09","September","3.4","IA",3
2006,"M12","December","3.8","IA",4
2007,"M03","March","4.2","IA",1
2007,"M06","June","3.6","IA",2
2007,"M09","September","3.4","IA",3
2007,"M12","December","3.8","IA",4
2008,"M03","March","4.2","IA",1
2008,"M06","June","4.0","IA",2
2008,"M09","September","4.0","IA",3
2008,"M12","December","5.4","IA",4
2009,"M03","March","7.0","IA",1
2009,"M06","June","6.6","IA",2
2009,"M09","September","5.9","IA",3
2009,"M12","December","6.5","IA",4
2010,"M03","March","6.9","IA",1
2010,"M06","June","5.9","IA",2
2010,"M09","September","5.5","IA",3
2010,"M12","December","5.9","IA",4
2011,"M03","March","6.1","IA",1
2011,"M06","June","5.6","IA",2
2011,"M09","September","5.2","IA",3
2011,"M12","December","5.5","IA",4
2012,"M03","March","5.5","IA",1
2012,"M06","June","5.1","IA",2
2012,"M09","September","4.6","IA",3
2012,"M12","December","5.0","IA",4
2013,"M03","March","5.3","IA",1
2013,"M06","June","4.8","IA",2
2013,"M09","September","4.3","IA",3
2013,"M12","December","4.4","IA",4
2014,"M03","March","4.8","IA",1
2014,"M06","June","4.2","IA",2
2014,"M09","September","3.8","IA",3
2014,"M12","December","4.1","IA",4
2015,"M03","March","4.2","IA",1
2015,"M06","June","3.8","IA",2
2015,"M09","September","3.3","IA",3
2015,"M12","December","3.8","IA",4
2016,"M03","March","3.9","IA",1
2016,"M06","June","3.8","IA",2
2016,"M09","September","3.3","IA",3
2016,"M12","December","3.5","IA",4
2017,"M03","March","3.5","IA",1
2017,"M06","June","3.2","IA",2
2017,"M09","September","2.7","IA",3
2017,"M12","December","2.9","IA",4
2018,"M03","March","3.1","IA",1
2018,"M06","June","2.6","IA",2
2018,"M09","September","2.2","IA",3
2018,"M12","December","2.7","IA",4
2019,"M03","March","3.2","IA",1
2019,"M06","June","2.8","IA",2
2019,"M09","September","2.4","IA",3
2019,"M12","December","2.9","IA",4
2020,"M03","March","3.6","IA",1
2020,"M06","June","8.3","IA",2
2020,"M09","September","true","IA",3
1976,"M03","March","7.0","ID",1
1976,"M06","June","5.2","ID",2
1976,"M09","September","4.4","ID",3
1976,"M12","December","5.6","ID",4
1977,"M03","March","7.3","ID",1
1977,"M06","June","5.2","ID",2
1977,"M09","September","4.7","ID",3
1977,"M12","December","5.4","ID",4
1978,"M03","March","6.6","ID",1
1978,"M06","June","4.6","ID",2
1978,"M09","September","4.7","ID",3
1978,"M12","December","6.1","ID",4
1979,"M03","March","7.4","ID",1
1979,"M06","June","4.7","ID",2
1979,"M09","September","4.8","ID",3
1979,"M12","December","6.3","ID",4
1980,"M03","March","8.5","ID",1
1980,"M06","June","7.6","ID",2
1980,"M09","September","6.7","ID",3
1980,"M12","December","7.4","ID",4
1981,"M03","March","8.5","ID",1
1981,"M06","June","7.0","ID",2
1981,"M09","September","7.0","ID",3
1981,"M12","December","9.3","ID",4
1982,"M03","March","11.3","ID",1
1982,"M06","June","9.1","ID",2
1982,"M09","September","8.6","ID",3
1982,"M12","December","10.4","ID",4
1983,"M03","March","11.3","ID",1
1983,"M06","June","8.2","ID",2
1983,"M09","September","7.3","ID",3
1983,"M12","December","8.0","ID",4
1984,"M03","March","8.5","ID",1
1984,"M06","June","6.5","ID",2
1984,"M09","September","6.4","ID",3
1984,"M12","December","7.5","ID",4
1985,"M03","March","9.1","ID",1
1985,"M06","June","7.1","ID",2
1985,"M09","September","7.0","ID",3
1985,"M12","December","8.3","ID",4
1986,"M03","March","9.4","ID",1
1986,"M06","June","8.0","ID",2
1986,"M09","September","7.7","ID",3
1986,"M12","December","8.3","ID",4
1987,"M03","March","9.4","ID",1
1987,"M06","June","6.9","ID",2
1987,"M09","September","6.4","ID",3
1987,"M12","December","7.0","ID",4
1988,"M03","March","7.8","ID",1
1988,"M06","June","5.5","ID",2
1988,"M09","September","4.8","ID",3
1988,"M12","December","5.5","ID",4
1989,"M03","March","6.5","ID",1
1989,"M06","June","4.7","ID",2
1989,"M09","September","4.2","ID",3
1989,"M12","December","5.2","ID",4
1990,"M03","March","6.5","ID",1
1990,"M06","June","5.1","ID",2
1990,"M09","September","4.5","ID",3
1990,"M12","December","6.0","ID",4
1991,"M03","March","7.5","ID",1
1991,"M06","June","5.6","ID",2
1991,"M09","September","5.2","ID",3
1991,"M12","December","6.5","ID",4
1992,"M03","March","7.5","ID",1
1992,"M06","June","5.9","ID",2
1992,"M09","September","5.6","ID",3
1992,"M12","December","6.0","ID",4
1993,"M03","March","7.6","ID",1
1993,"M06","June","5.6","ID",2
1993,"M09","September","4.9","ID",3
1993,"M12","December","5.6","ID",4
1994,"M03","March","6.4","ID",1
1994,"M06","June","4.8","ID",2
1994,"M09","September","4.6","ID",3
1994,"M12","December","5.7","ID",4
1995,"M03","March","6.3","ID",1
1995,"M06","June","4.9","ID",2
1995,"M09","September","4.6","ID",3
1995,"M12","December","5.5","ID",4
1996,"M03","March","6.5","ID",1
1996,"M06","June","4.7","ID",2
1996,"M09","September","4.3","ID",3
1996,"M12","December","5.2","ID",4
1997,"M03","March","6.2","ID",1
1997,"M06","June","4.6","ID",2
1997,"M09","September","4.3","ID",3
1997,"M12","December","5.2","ID",4
1998,"M03","March","6.3","ID",1
1998,"M06","June","4.7","ID",2
1998,"M09","September","4.3","ID",3
1998,"M12","December","5.2","ID",4
1999,"M03","March","6.1","ID",1
1999,"M06","June","4.5","ID",2
1999,"M09","September","4.0","ID",3
1999,"M12","December","4.7","ID",4
2000,"M03","March","5.6","ID",1
2000,"M06","June","4.2","ID",2
2000,"M09","September","3.9","ID",3
2000,"M12","December","5.0","ID",4
2001,"M03","March","5.8","ID",1
2001,"M06","June","4.6","ID",2
2001,"M09","September","4.4","ID",3
2001,"M12","December","5.6","ID",4
2002,"M03","March","6.7","ID",1
2002,"M06","June","5.0","ID",2
2002,"M09","September","4.6","ID",3
2002,"M12","December","5.7","ID",4
2003,"M03","March","6.6","ID",1
2003,"M06","June","5.2","ID",2
2003,"M09","September","4.7","ID",3
2003,"M12","December","5.5","ID",4
2004,"M03","March","6.1","ID",1
2004,"M06","June","4.5","ID",2
2004,"M09","September","4.1","ID",3
2004,"M12","December","4.7","ID",4
2005,"M03","March","4.9","ID",1
2005,"M06","June","3.7","ID",2
2005,"M09","September","3.2","ID",3
2005,"M12","December","3.6","ID",4
2006,"M03","March","4.6","ID",1
2006,"M06","June","3.0","ID",2
2006,"M09","September","2.5","ID",3
2006,"M12","December","3.4","ID",4
2007,"M03","March","3.8","ID",1
2007,"M06","June","2.4","ID",2
2007,"M09","September","2.4","ID",3
2007,"M12","December","3.7","ID",4
2008,"M03","March","3.9","ID",1
2008,"M06","June","5.0","ID",2
2008,"M09","September","5.1","ID",3
2008,"M12","December","7.0","ID",4
2009,"M03","March","8.8","ID",1
2009,"M06","June","9.1","ID",2
2009,"M09","September","8.6","ID",3
2009,"M12","December","9.6","ID",4
2010,"M03","March","10.0","ID",1
2010,"M06","June","8.5","ID",2
2010,"M09","September","8.0","ID",3
2010,"M12","December","9.0","ID",4
2011,"M03","March","9.6","ID",1
2011,"M06","June","7.9","ID",2
2011,"M09","September","7.4","ID",3
2011,"M12","December","7.9","ID",4
2012,"M03","March","8.3","ID",1
2012,"M06","June","6.9","ID",2
2012,"M09","September","6.3","ID",3
2012,"M12","December","6.8","ID",4
2013,"M03","March","7.1","ID",1
2013,"M06","June","5.8","ID",2
2013,"M09","September","5.4","ID",3
2013,"M12","December","5.3","ID",4
2014,"M03","March","5.8","ID",1
2014,"M06","June","4.5","ID",2
2014,"M09","September","4.0","ID",3
2014,"M12","December","4.5","ID",4
2015,"M03","March","4.8","ID",1
2015,"M06","June","3.8","ID",2
2015,"M09","September","3.5","ID",3
2015,"M12","December","4.0","ID",4
2016,"M03","March","4.5","ID",1
2016,"M06","June","3.5","ID",2
2016,"M09","September","3.2","ID",3
2016,"M12","December","3.6","ID",4
2017,"M03","March","3.9","ID",1
2017,"M06","June","2.9","ID",2
2017,"M09","September","2.6","ID",3
2017,"M12","December","3.1","ID",4
2018,"M03","March","3.6","ID",1
2018,"M06","June","2.6","ID",2
2018,"M09","September","2.3","ID",3
2018,"M12","December","3.0","ID",4
2019,"M03","March","3.5","ID",1
2019,"M06","June","2.7","ID",2
2019,"M09","September","2.3","ID",3
2019,"M12","December","2.9","ID",4
2020,"M03","March","3.0","ID",1
2020,"M06","June","5.5","ID",2
2020,"M09","September","true","ID",3
1976,"M03","March","6.8","IL",1
1976,"M06","June","7.2","IL",2
1976,"M09","September","6.5","IL",3
1976,"M12","December","6.4","IL",4
1977,"M03","March","6.3","IL",1
1977,"M06","June","7.0","IL",2
1977,"M09","September","6.2","IL",3
1977,"M12","December","5.7","IL",4
1978,"M03","March","6.5","IL",1
1978,"M06","June","6.2","IL",2
1978,"M09","September","5.6","IL",3
1978,"M12","December","5.5","IL",4
1979,"M03","March","5.7","IL",1
1979,"M06","June","5.7","IL",2
1979,"M09","September","5.1","IL",3
1979,"M12","December","6.0","IL",4
1980,"M03","March","7.3","IL",1
1980,"M06","June","8.9","IL",2
1980,"M09","September","8.2","IL",3
1980,"M12","December","8.5","IL",4
1981,"M03","March","8.8","IL",1
1981,"M06","June","8.7","IL",2
1981,"M09","September","8.1","IL",3
1981,"M12","December","8.9","IL",4
1982,"M03","March","10.4","IL",1
1982,"M06","June","11.7","IL",2
1982,"M09","September","11.8","IL",3
1982,"M12","December","13.0","IL",4
1983,"M03","March","13.3","IL",1
1983,"M06","June","12.8","IL",2
1983,"M09","September","10.5","IL",3
1983,"M12","December","9.8","IL",4
1984,"M03","March","9.9","IL",1
1984,"M06","June","8.7","IL",2
1984,"M09","September","8.3","IL",3
1984,"M12","December","8.6","IL",4
1985,"M03","March","9.1","IL",1
1985,"M06","June","9.5","IL",2
1985,"M09","September","8.7","IL",3
1985,"M12","December","8.4","IL",4
1986,"M03","March","9.1","IL",1
1986,"M06","June","8.8","IL",2
1986,"M09","September","7.7","IL",3
1986,"M12","December","7.3","IL",4
1987,"M03","March","8.2","IL",1
1987,"M06","June","7.8","IL",2
1987,"M09","September","6.7","IL",3
1987,"M12","December","6.7","IL",4
1988,"M03","March","7.4","IL",1
1988,"M06","June","6.7","IL",2
1988,"M09","September","6.0","IL",3
1988,"M12","December","5.9","IL",4
1989,"M03","March","6.0","IL",1
1989,"M06","June","6.1","IL",2
1989,"M09","September","5.8","IL",3
1989,"M12","December","6.3","IL",4
1990,"M03","March","6.3","IL",1
1990,"M06","June","5.9","IL",2
1990,"M09","September","6.1","IL",3
1990,"M12","December","6.2","IL",4
1991,"M03","March","7.3","IL",1
1991,"M06","June","7.3","IL",2
1991,"M09","September","7.0","IL",3
1991,"M12","December","8.4","IL",4
1992,"M03","March","8.7","IL",1
1992,"M06","June","8.6","IL",2
1992,"M09","September","6.9","IL",3
1992,"M12","December","7.2","IL",4
1993,"M03","March","8.1","IL",1
1993,"M06","June","8.1","IL",2
1993,"M09","September","6.9","IL",3
1993,"M12","December","6.2","IL",4
1994,"M03","March","6.8","IL",1
1994,"M06","June","5.8","IL",2
1994,"M09","September","5.0","IL",3
1994,"M12","December","4.5","IL",4
1995,"M03","March","5.3","IL",1
1995,"M06","June","5.2","IL",2
1995,"M09","September","4.8","IL",3
1995,"M12","December","5.0","IL",4
1996,"M03","March","5.6","IL",1
1996,"M06","June","5.5","IL",2
1996,"M09","September","4.8","IL",3
1996,"M12","December","4.9","IL",4
1997,"M03","March","5.3","IL",1
1997,"M06","June","4.8","IL",2
1997,"M09","September","4.5","IL",3
1997,"M12","December","4.7","IL",4
1998,"M03","March","5.0","IL",1
1998,"M06","June","4.7","IL",2
1998,"M09","September","4.3","IL",3
1998,"M12","December","4.1","IL",4
1999,"M03","March","4.2","IL",1
1999,"M06","June","4.8","IL",2
1999,"M09","September","4.2","IL",3
1999,"M12","December","4.1","IL",4
2000,"M03","March","4.6","IL",1
2000,"M06","June","4.5","IL",2
2000,"M09","September","4.0","IL",3
2000,"M12","December","4.4","IL",4
2001,"M03","March","5.4","IL",1
2001,"M06","June","5.4","IL",2
2001,"M09","September","5.0","IL",3
2001,"M12","December","6.0","IL",4
2002,"M03","March","6.7","IL",1
2002,"M06","June","7.0","IL",2
2002,"M09","September","5.9","IL",3
2002,"M12","December","6.4","IL",4
2003,"M03","March","6.9","IL",1
2003,"M06","June","7.5","IL",2
2003,"M09","September","6.6","IL",3
2003,"M12","December","6.2","IL",4
2004,"M03","March","6.7","IL",1
2004,"M06","June","6.5","IL",2
2004,"M09","September","5.7","IL",3
2004,"M12","December","5.8","IL",4
2005,"M03","March","6.0","IL",1
2005,"M06","June","6.0","IL",2
2005,"M09","September","5.4","IL",3
2005,"M12","December","5.1","IL",4
2006,"M03","March","4.9","IL",1
2006,"M06","June","4.7","IL",2
2006,"M09","September","4.0","IL",3
2006,"M12","December","4.2","IL",4
2007,"M03","March","4.6","IL",1
2007,"M06","June","5.2","IL",2
2007,"M09","September","4.9","IL",3
2007,"M12","December","5.4","IL",4
2008,"M03","March","5.7","IL",1
2008,"M06","June","6.7","IL",2
2008,"M09","September","6.2","IL",3
2008,"M12","December","7.6","IL",4
2009,"M03","March","9.8","IL",1
2009,"M06","June","10.7","IL",2
2009,"M09","September","10.4","IL",3
2009,"M12","December","11.0","IL",4
2010,"M03","March","11.5","IL",1
2010,"M06","June","10.4","IL",2
2010,"M09","September","9.4","IL",3
2010,"M12","December","9.3","IL",4
2011,"M03","March","9.5","IL",1
2011,"M06","June","10.2","IL",2
2011,"M09","September","9.8","IL",3
2011,"M12","December","9.2","IL",4
2012,"M03","March","9.0","IL",1
2012,"M06","June","9.4","IL",2
2012,"M09","September","8.3","IL",3
2012,"M12","December","9.1","IL",4
2013,"M03","March","9.2","IL",1
2013,"M06","June","9.6","IL",2
2013,"M09","September","8.6","IL",3
2013,"M12","December","8.2","IL",4
2014,"M03","March","8.2","IL",1
2014,"M06","June","7.2","IL",2
2014,"M09","September","6.2","IL",3
2014,"M12","December","5.8","IL",4
2015,"M03","March","6.0","IL",1
2015,"M06","June","6.1","IL",2
2015,"M09","September","5.5","IL",3
2015,"M12","December","6.0","IL",4
2016,"M03","March","6.3","IL",1
2016,"M06","June","6.0","IL",2
2016,"M09","September","5.6","IL",3
2016,"M12","December","5.3","IL",4
2017,"M03","March","4.9","IL",1
2017,"M06","June","5.1","IL",2
2017,"M09","September","4.6","IL",3
2017,"M12","December","4.5","IL",4
2018,"M03","March","4.4","IL",1
2018,"M06","June","4.7","IL",2
2018,"M09","September","3.9","IL",3
2018,"M12","December","4.4","IL",4
2019,"M03","March","4.4","IL",1
2019,"M06","June","4.1","IL",2
2019,"M09","September","3.5","IL",3
2019,"M12","December","3.5","IL",4
2020,"M03","March","4.2","IL",1
2020,"M06","June","14.6","IL",2
2020,"M09","September","true","IL",3
1976,"M03","March","7.3","IN",1
1976,"M06","June","5.9","IN",2
1976,"M09","September","5.3","IN",3
1976,"M12","December","5.3","IN",4
1977,"M03","March","6.3","IN",1
1977,"M06","June","6.2","IN",2
1977,"M09","September","5.5","IN",3
1977,"M12","December","5.4","IN",4
1978,"M03","March","6.4","IN",1
1978,"M06","June","5.6","IN",2
1978,"M09","September","5.2","IN",3
1978,"M12","December","5.4","IN",4
1979,"M03","March","6.2","IN",1
1979,"M06","June","6.3","IN",2
1979,"M09","September","6.7","IN",3
1979,"M12","December","7.7","IN",4
1980,"M03","March","9.3","IN",1
1980,"M06","June","11.1","IN",2
1980,"M09","September","9.3","IN",3
1980,"M12","December","9.1","IN",4
1981,"M03","March","10.0","IN",1
1981,"M06","June","9.6","IN",2
1981,"M09","September","9.2","IN",3
1981,"M12","December","11.5","IN",4
1982,"M03","March","12.5","IN",1
1982,"M06","June","11.6","IN",2
1982,"M09","September","11.4","IN",3
1982,"M12","December","12.7","IN",4
1983,"M03","March","12.7","IN",1
1983,"M06","June","11.3","IN",2
1983,"M09","September","10.1","IN",3
1983,"M12","December","9.8","IN",4
1984,"M03","March","9.8","IN",1
1984,"M06","June","7.6","IN",2
1984,"M09","September","7.8","IN",3
1984,"M12","December","8.5","IN",4
1985,"M03","March","8.7","IN",1
1985,"M06","June","7.9","IN",2
1985,"M09","September","6.9","IN",3
1985,"M12","December","7.0","IN",4
1986,"M03","March","7.8","IN",1
1986,"M06","June","6.8","IN",2
1986,"M09","September","6.4","IN",3
1986,"M12","December","6.5","IN",4
1987,"M03","March","7.2","IN",1
1987,"M06","June","6.2","IN",2
1987,"M09","September","5.5","IN",3
1987,"M12","December","5.3","IN",4
1988,"M03","March","5.9","IN",1
1988,"M06","June","4.8","IN",2
1988,"M09","September","4.9","IN",3
1988,"M12","December","5.0","IN",4
1989,"M03","March","4.8","IN",1
1989,"M06","June","4.6","IN",2
1989,"M09","September","4.6","IN",3
1989,"M12","December","5.2","IN",4
1990,"M03","March","5.9","IN",1
1990,"M06","June","4.8","IN",2
1990,"M09","September","4.8","IN",3
1990,"M12","December","5.6","IN",4
1991,"M03","March","7.5","IN",1
1991,"M06","June","6.1","IN",2
1991,"M09","September","5.0","IN",3
1991,"M12","December","5.8","IN",4
1992,"M03","March","7.0","IN",1
1992,"M06","June","7.2","IN",2
1992,"M09","September","6.1","IN",3
1992,"M12","December","6.1","IN",4
1993,"M03","March","6.4","IN",1
1993,"M06","June","6.3","IN",2
1993,"M09","September","3.9","IN",3
1993,"M12","December","4.7","IN",4
1994,"M03","March","5.7","IN",1
1994,"M06","June","4.8","IN",2
1994,"M09","September","4.3","IN",3
1994,"M12","December","4.0","IN",4
1995,"M03","March","5.1","IN",1
1995,"M06","June","4.7","IN",2
1995,"M09","September","4.0","IN",3
1995,"M12","December","4.3","IN",4
1996,"M03","March","4.8","IN",1
1996,"M06","June","4.1","IN",2
1996,"M09","September","3.4","IN",3
1996,"M12","December","3.3","IN",4
1997,"M03","March","4.0","IN",1
1997,"M06","June","3.6","IN",2
1997,"M09","September","3.4","IN",3
1997,"M12","December","3.3","IN",4
1998,"M03","March","3.7","IN",1
1998,"M06","June","3.0","IN",2
1998,"M09","September","3.0","IN",3
