"year","period","periodName","value","state","quarter","annual"
2006,"M12","December","2.9","NE",4,"1"
2007,"M12","December","2.6","NE",4,"1"
2008,"M12","December","3.7","NE",4,"1"
2009,"M12","December","4.7","NE",4,"1"
2010,"M12","December","4.3","NE",4,"1"
2011,"M12","December","4.2","NE",4,"1"
2012,"M12","December","3.9","NE",4,"1"
2013,"M12","December","3.4","NE",4,"1"
2014,"M12","December","2.8","NE",4,"1"
2015,"M12","December","2.8","NE",4,"1"
2016,"M12","December","2.9","NE",4,"1"
2017,"M12","December","2.7","NE",4,"1"
2018,"M12","December","2.8","NE",4,"1"
2019,"M12","December","2.7","NE",4,"1"
1976,"M12","December","5.7","NH",4,"1"
1977,"M12","December","4.0","NH",4,"1"
1978,"M12","December","2.8","NH",4,"1"
1979,"M12","December","3.0","NH",4,"1"
1980,"M12","December","4.4","NH",4,"1"
1981,"M12","December","5.5","NH",4,"1"
1982,"M12","December","6.4","NH",4,"1"
1983,"M12","December","4.2","NH",4,"1"
1984,"M12","December","3.9","NH",4,"1"
1985,"M12","December","2.8","NH",4,"1"
1986,"M12","December","2.1","NH",4,"1"
1987,"M12","December","1.9","NH",4,"1"
1988,"M12","December","2.2","NH",4,"1"
1989,"M12","December","4.4","NH",4,"1"
1990,"M12","December","6.4","NH",4,"1"
1991,"M12","December","7.1","NH",4,"1"
1992,"M12","December","6.7","NH",4,"1"
1993,"M12","December","5.3","NH",4,"1"
1994,"M12","December","4.0","NH",4,"1"
1995,"M12","December","3.4","NH",4,"1"
1996,"M12","December","3.3","NH",4,"1"
1997,"M12","December","2.7","NH",4,"1"
1998,"M12","December","2.6","NH",4,"1"
1999,"M12","December","2.4","NH",4,"1"
2000,"M12","December","2.4","NH",4,"1"
2001,"M12","December","3.9","NH",4,"1"
2002,"M12","December","4.2","NH",4,"1"
2003,"M12","December","3.9","NH",4,"1"
2004,"M12","December","3.3","NH",4,"1"
2005,"M12","December","3.2","NH",4,"1"
2006,"M12","December","3.4","NH",4,"1"
2007,"M12","December","3.2","NH",4,"1"
2008,"M12","December","4.5","NH",4,"1"
2009,"M12","December","6.0","NH",4,"1"
2010,"M12","December","5.3","NH",4,"1"
2011,"M12","December","5.2","NH",4,"1"
2012,"M12","December","5.3","NH",4,"1"
2013,"M12","December","4.5","NH",4,"1"
2014,"M12","December","3.6","NH",4,"1"
2015,"M12","December","2.7","NH",4,"1"
2016,"M12","December","2.6","NH",4,"1"
2017,"M12","December","2.4","NH",4,"1"
2018,"M12","December","2.2","NH",4,"1"
2019,"M12","December","2.3","NH",4,"1"
1976,"M12","December","10.2","NJ",4,"1"
1977,"M12","December","7.4","NJ",4,"1"
1978,"M12","December","6.8","NJ",4,"1"
1979,"M12","December","6.2","NJ",4,"1"
1980,"M12","December","6.9","NJ",4,"1"
1981,"M12","December","7.6","NJ",4,"1"
1982,"M12","December","8.8","NJ",4,"1"
1983,"M12","December","6.6","NJ",4,"1"
1984,"M12","December","5.4","NJ",4,"1"
1985,"M12","December","5.2","NJ",4,"1"
1986,"M12","December","3.8","NJ",4,"1"
1987,"M12","December","3.4","NJ",4,"1"
1988,"M12","December","3.6","NJ",4,"1"
1989,"M12","December","4.2","NJ",4,"1"
1990,"M12","December","5.7","NJ",4,"1"
1991,"M12","December","7.1","NJ",4,"1"
1992,"M12","December","8.0","NJ",4,"1"
1993,"M12","December","6.6","NJ",4,"1"
1994,"M12","December","5.8","NJ",4,"1"
1995,"M12","December","6.0","NJ",4,"1"
1996,"M12","December","5.6","NJ",4,"1"
1997,"M12","December","4.5","NJ",4,"1"
1998,"M12","December","3.9","NJ",4,"1"
1999,"M12","December","3.5","NJ",4,"1"
2000,"M12","December","3.3","NJ",4,"1"
2001,"M12","December","5.0","NJ",4,"1"
2002,"M12","December","5.6","NJ",4,"1"
2003,"M12","December","5.0","NJ",4,"1"
2004,"M12","December","3.9","NJ",4,"1"
2005,"M12","December","4.6","NJ",4,"1"
2006,"M12","December","3.9","NJ",4,"1"
2007,"M12","December","4.3","NJ",4,"1"
2008,"M12","December","6.6","NJ",4,"1"
2009,"M12","December","9.5","NJ",4,"1"
2010,"M12","December","9.1","NJ",4,"1"
2011,"M12","December","8.9","NJ",4,"1"
2012,"M12","December","8.9","NJ",4,"1"
2013,"M12","December","6.7","NJ",4,"1"
2014,"M12","December","6.0","NJ",4,"1"
2015,"M12","December","4.6","NJ",4,"1"
2016,"M12","December","4.3","NJ",4,"1"
2017,"M12","December","4.1","NJ",4,"1"
2018,"M12","December","3.5","NJ",4,"1"
2019,"M12","December","3.6","NJ",4,"1"
1976,"M12","December","8.1","NM",4,"1"
1977,"M12","December","5.9","NM",4,"1"
1978,"M12","December","5.7","NM",4,"1"
1979,"M12","December","6.3","NM",4,"1"
1980,"M12","December","7.3","NM",4,"1"
1981,"M12","December","6.8","NM",4,"1"
1982,"M12","December","9.6","NM",4,"1"
1983,"M12","December","7.7","NM",4,"1"
1984,"M12","December","7.6","NM",4,"1"
1985,"M12","December","7.8","NM",4,"1"
1986,"M12","December","8.8","NM",4,"1"
1987,"M12","December","7.6","NM",4,"1"
1988,"M12","December","6.3","NM",4,"1"
1989,"M12","December","6.0","NM",4,"1"
1990,"M12","December","6.3","NM",4,"1"
1991,"M12","December","6.8","NM",4,"1"
1992,"M12","December","6.6","NM",4,"1"
1993,"M12","December","6.3","NM",4,"1"
1994,"M12","December","5.9","NM",4,"1"
1995,"M12","December","6.6","NM",4,"1"
1996,"M12","December","6.5","NM",4,"1"
1997,"M12","December","5.6","NM",4,"1"
1998,"M12","December","5.4","NM",4,"1"
1999,"M12","December","4.8","NM",4,"1"
2000,"M12","December","4.4","NM",4,"1"
2001,"M12","December","4.8","NM",4,"1"
2002,"M12","December","5.2","NM",4,"1"
2003,"M12","December","5.4","NM",4,"1"
2004,"M12","December","5.0","NM",4,"1"
2005,"M12","December","4.2","NM",4,"1"
2006,"M12","December","3.4","NM",4,"1"
2007,"M12","December","3.5","NM",4,"1"
2008,"M12","December","5.2","NM",4,"1"
2009,"M12","December","7.4","NM",4,"1"
2010,"M12","December","7.3","NM",4,"1"
2011,"M12","December","7.2","NM",4,"1"
2012,"M12","December","6.8","NM",4,"1"
2013,"M12","December","6.5","NM",4,"1"
2014,"M12","December","5.9","NM",4,"1"
2015,"M12","December","6.2","NM",4,"1"
2016,"M12","December","6.1","NM",4,"1"
2017,"M12","December","5.0","NM",4,"1"
2018,"M12","December","4.7","NM",4,"1"
2019,"M12","December","4.5","NM",4,"1"
1976,"M12","December","8.5","NV",4,"1"
1977,"M12","December","4.7","NV",4,"1"
1978,"M12","December","4.5","NV",4,"1"
1979,"M12","December","4.4","NV",4,"1"
1980,"M12","December","6.9","NV",4,"1"
1981,"M12","December","8.2","NV",4,"1"
1982,"M12","December","10.8","NV",4,"1"
1983,"M12","December","8.0","NV",4,"1"
1984,"M12","December","7.9","NV",4,"1"
1985,"M12","December","7.1","NV",4,"1"
1986,"M12","December","5.7","NV",4,"1"
1987,"M12","December","5.7","NV",4,"1"
1988,"M12","December","4.5","NV",4,"1"
1989,"M12","December","4.5","NV",4,"1"
1990,"M12","December","5.1","NV",4,"1"
1991,"M12","December","6.0","NV",4,"1"
1992,"M12","December","6.5","NV",4,"1"
1993,"M12","December","6.3","NV",4,"1"
1994,"M12","December","5.6","NV",4,"1"
1995,"M12","December","5.1","NV",4,"1"
1996,"M12","December","4.5","NV",4,"1"
1997,"M12","December","4.2","NV",4,"1"
1998,"M12","December","3.7","NV",4,"1"
1999,"M12","December","3.7","NV",4,"1"
2000,"M12","December","4.4","NV",4,"1"
2001,"M12","December","6.1","NV",4,"1"
2002,"M12","December","5.3","NV",4,"1"
2003,"M12","December","4.5","NV",4,"1"
2004,"M12","December","4.0","NV",4,"1"
2005,"M12","December","3.7","NV",4,"1"
2006,"M12","December","4.0","NV",4,"1"
2007,"M12","December","4.9","NV",4,"1"
2008,"M12","December","9.0","NV",4,"1"
2009,"M12","December","12.5","NV",4,"1"
2010,"M12","December","13.6","NV",4,"1"
2011,"M12","December","12.3","NV",4,"1"
2012,"M12","December","10.4","NV",4,"1"
2013,"M12","December","8.6","NV",4,"1"
2014,"M12","December","7.1","NV",4,"1"
2015,"M12","December","6.1","NV",4,"1"
2016,"M12","December","5.1","NV",4,"1"
2017,"M12","December","4.7","NV",4,"1"
2018,"M12","December","4.1","NV",4,"1"
2019,"M12","December","3.4","NV",4,"1"
1976,"M12","December","10.0","NY",4,"1"
1977,"M12","December","8.0","NY",4,"1"
1978,"M12","December","7.1","NY",4,"1"
1979,"M12","December","6.9","NY",4,"1"
1980,"M12","December","7.2","NY",4,"1"
1981,"M12","December","7.8","NY",4,"1"
1982,"M12","December","9.1","NY",4,"1"
1983,"M12","December","7.4","NY",4,"1"
1984,"M12","December","6.5","NY",4,"1"
1985,"M12","December","6.2","NY",4,"1"
1986,"M12","December","5.2","NY",4,"1"
1987,"M12","December","4.3","NY",4,"1"
1988,"M12","December","4.5","NY",4,"1"
1989,"M12","December","5.1","NY",4,"1"
1990,"M12","December","5.8","NY",4,"1"
1991,"M12","December","7.8","NY",4,"1"
1992,"M12","December","8.3","NY",4,"1"
1993,"M12","December","7.4","NY",4,"1"
1994,"M12","December","5.8","NY",4,"1"
1995,"M12","December","6.0","NY",4,"1"
1996,"M12","December","6.1","NY",4,"1"
1997,"M12","December","5.8","NY",4,"1"
1998,"M12","December","5.1","NY",4,"1"
1999,"M12","December","4.5","NY",4,"1"
2000,"M12","December","4.1","NY",4,"1"
2001,"M12","December","5.9","NY",4,"1"
2002,"M12","December","6.3","NY",4,"1"
2003,"M12","December","6.1","NY",4,"1"
2004,"M12","December","5.2","NY",4,"1"
2005,"M12","December","4.7","NY",4,"1"
2006,"M12","December","4.0","NY",4,"1"
2007,"M12","December","4.8","NY",4,"1"
2008,"M12","December","6.5","NY",4,"1"
2009,"M12","December","8.8","NY",4,"1"
2010,"M12","December","8.2","NY",4,"1"
2011,"M12","December","8.4","NY",4,"1"
2012,"M12","December","8.1","NY",4,"1"
2013,"M12","December","6.7","NY",4,"1"
2014,"M12","December","5.5","NY",4,"1"
2015,"M12","December","4.8","NY",4,"1"
2016,"M12","December","4.6","NY",4,"1"
2017,"M12","December","4.4","NY",4,"1"
2018,"M12","December","4.0","NY",4,"1"
2019,"M12","December","3.7","NY",4,"1"
1976,"M12","December","7.3","OH",4,"1"
1977,"M12","December","5.4","OH",4,"1"
1978,"M12","December","5.3","OH",4,"1"
1979,"M12","December","5.7","OH",4,"1"
1980,"M12","December","8.5","OH",4,"1"
1981,"M12","December","11.1","OH",4,"1"
1982,"M12","December","14.2","OH",4,"1"
1983,"M12","December","10.3","OH",4,"1"
1984,"M12","December","8.9","OH",4,"1"
1985,"M12","December","8.4","OH",4,"1"
1986,"M12","December","7.7","OH",4,"1"
1987,"M12","December","6.1","OH",4,"1"
1988,"M12","December","5.5","OH",4,"1"
1989,"M12","December","5.9","OH",4,"1"
1990,"M12","December","5.9","OH",4,"1"
1991,"M12","December","6.5","OH",4,"1"
1992,"M12","December","7.1","OH",4,"1"
1993,"M12","December","6.1","OH",4,"1"
1994,"M12","December","4.1","OH",4,"1"
1995,"M12","December","4.9","OH",4,"1"
1996,"M12","December","4.9","OH",4,"1"
1997,"M12","December","4.3","OH",4,"1"
1998,"M12","December","4.0","OH",4,"1"
1999,"M12","December","3.9","OH",4,"1"
2000,"M12","December","3.4","OH",4,"1"
2001,"M12","December","5.1","OH",4,"1"
2002,"M12","December","5.6","OH",4,"1"
2003,"M12","December","5.7","OH",4,"1"
2004,"M12","December","6.0","OH",4,"1"
2005,"M12","December","5.4","OH",4,"1"
2006,"M12","December","5.2","OH",4,"1"
2007,"M12","December","5.6","OH",4,"1"
2008,"M12","December","7.7","OH",4,"1"
2009,"M12","December","10.8","OH",4,"1"
2010,"M12","December","9.2","OH",4,"1"
2011,"M12","December","7.7","OH",4,"1"
2012,"M12","December","7.3","OH",4,"1"
2013,"M12","December","6.4","OH",4,"1"
2014,"M12","December","4.9","OH",4,"1"
2015,"M12","December","4.8","OH",4,"1"
2016,"M12","December","5.0","OH",4,"1"
2017,"M12","December","4.4","OH",4,"1"
2018,"M12","December","4.4","OH",4,"1"
2019,"M12","December","3.8","OH",4,"1"
1976,"M12","December","5.3","OK",4,"1"
1977,"M12","December","3.9","OK",4,"1"
1978,"M12","December","3.5","OK",4,"1"
1979,"M12","December","3.3","OK",4,"1"
1980,"M12","December","4.1","OK",4,"1"
1981,"M12","December","4.4","OK",4,"1"
1982,"M12","December","8.2","OK",4,"1"
1983,"M12","December","7.4","OK",4,"1"
1984,"M12","December","6.7","OK",4,"1"
1985,"M12","December","7.2","OK",4,"1"
1986,"M12","December","7.9","OK",4,"1"
1987,"M12","December","6.5","OK",4,"1"
1988,"M12","December","6.0","OK",4,"1"
1989,"M12","December","5.4","OK",4,"1"
1990,"M12","December","6.3","OK",4,"1"
1991,"M12","December","6.2","OK",4,"1"
1992,"M12","December","5.7","OK",4,"1"
1993,"M12","December","5.6","OK",4,"1"
1994,"M12","December","4.8","OK",4,"1"
1995,"M12","December","4.0","OK",4,"1"
1996,"M12","December","3.9","OK",4,"1"
1997,"M12","December","3.7","OK",4,"1"
1998,"M12","December","3.9","OK",4,"1"
1999,"M12","December","3.1","OK",4,"1"
2000,"M12","December","2.6","OK",4,"1"
2001,"M12","December","4.4","OK",4,"1"
2002,"M12","December","5.0","OK",4,"1"
2003,"M12","December","5.1","OK",4,"1"
2004,"M12","December","4.5","OK",4,"1"
2005,"M12","December","4.1","OK",4,"1"
2006,"M12","December","4.0","OK",4,"1"
2007,"M12","December","3.6","OK",4,"1"
2008,"M12","December","4.5","OK",4,"1"
2009,"M12","December","6.7","OK",4,"1"
2010,"M12","December","6.3","OK",4,"1"
2011,"M12","December","5.6","OK",4,"1"
2012,"M12","December","5.2","OK",4,"1"
2013,"M12","December","4.9","OK",4,"1"
2014,"M12","December","3.9","OK",4,"1"
2015,"M12","December","4.3","OK",4,"1"
2016,"M12","December","4.5","OK",4,"1"
2017,"M12","December","3.8","OK",4,"1"
2018,"M12","December","3.1","OK",4,"1"
2019,"M12","December","3.2","OK",4,"1"
1976,"M12","December","8.7","OR",4,"1"
1977,"M12","December","5.5","OR",4,"1"
1978,"M12","December","6.3","OR",4,"1"
1979,"M12","December","6.1","OR",4,"1"
1980,"M12","December","8.6","OR",4,"1"
1981,"M12","December","11.3","OR",4,"1"
1982,"M12","December","11.8","OR",4,"1"
1983,"M12","December","10.0","OR",4,"1"
1984,"M12","December","9.5","OR",4,"1"
1985,"M12","December","8.2","OR",4,"1"
1986,"M12","December","6.3","OR",4,"1"
1987,"M12","December","5.7","OR",4,"1"
1988,"M12","December","5.0","OR",4,"1"
1989,"M12","December","4.9","OR",4,"1"
1990,"M12","December","5.6","OR",4,"1"
1991,"M12","December","7.0","OR",4,"1"
1992,"M12","December","7.2","OR",4,"1"
1993,"M12","December","6.1","OR",4,"1"
1994,"M12","December","4.5","OR",4,"1"
1995,"M12","December","5.0","OR",4,"1"
1996,"M12","December","5.7","OR",4,"1"
1997,"M12","December","5.1","OR",4,"1"
1998,"M12","December","5.6","OR",4,"1"
1999,"M12","December","4.8","OR",4,"1"
2000,"M12","December","4.7","OR",4,"1"
2001,"M12","December","7.6","OR",4,"1"
2002,"M12","December","7.3","OR",4,"1"
2003,"M12","December","7.4","OR",4,"1"
2004,"M12","December","6.4","OR",4,"1"
2005,"M12","December","5.4","OR",4,"1"
2006,"M12","December","5.0","OR",4,"1"
2007,"M12","December","5.2","OR",4,"1"
2008,"M12","December","9.1","OR",4,"1"
2009,"M12","December","10.8","OR",4,"1"
2010,"M12","December","10.0","OR",4,"1"
2011,"M12","December","9.1","OR",4,"1"
2012,"M12","December","8.5","OR",4,"1"
2013,"M12","December","7.1","OR",4,"1"
2014,"M12","December","5.8","OR",4,"1"
2015,"M12","December","4.9","OR",4,"1"
2016,"M12","December","4.0","OR",4,"1"
2017,"M12","December","3.9","OR",4,"1"
2018,"M12","December","4.0","OR",4,"1"
2019,"M12","December","2.9","OR",4,"1"
1976,"M12","December","7.7","PA",4,"1"
1977,"M12","December","6.9","PA",4,"1"
1978,"M12","December","6.5","PA",4,"1"
1979,"M12","December","6.6","PA",4,"1"
1980,"M12","December","7.4","PA",4,"1"
1981,"M12","December","9.2","PA",4,"1"
1982,"M12","December","12.4","PA",4,"1"
1983,"M12","December","9.6","PA",4,"1"
1984,"M12","December","8.0","PA",4,"1"
1985,"M12","December","7.1","PA",4,"1"
1986,"M12","December","5.5","PA",4,"1"
1987,"M12","December","4.9","PA",4,"1"
1988,"M12","December","4.2","PA",4,"1"
1989,"M12","December","4.8","PA",4,"1"
1990,"M12","December","5.9","PA",4,"1"
1991,"M12","December","7.0","PA",4,"1"
1992,"M12","December","6.9","PA",4,"1"
1993,"M12","December","6.0","PA",4,"1"
1994,"M12","December","5.2","PA",4,"1"
1995,"M12","December","5.4","PA",4,"1"
1996,"M12","December","4.7","PA",4,"1"
1997,"M12","December","4.2","PA",4,"1"
1998,"M12","December","4.0","PA",4,"1"
1999,"M12","December","3.7","PA",4,"1"
2000,"M12","December","3.8","PA",4,"1"
2001,"M12","December","5.0","PA",4,"1"
2002,"M12","December","5.6","PA",4,"1"
2003,"M12","December","5.0","PA",4,"1"
2004,"M12","December","4.9","PA",4,"1"
2005,"M12","December","4.4","PA",4,"1"
2006,"M12","December","4.0","PA",4,"1"
2007,"M12","December","4.4","PA",4,"1"
2008,"M12","December","6.3","PA",4,"1"
2009,"M12","December","8.1","PA",4,"1"
2010,"M12","December","7.7","PA",4,"1"
2011,"M12","December","7.4","PA",4,"1"
2012,"M12","December","7.6","PA",4,"1"
2013,"M12","December","6.1","PA",4,"1"
2014,"M12","December","4.9","PA",4,"1"
2015,"M12","December","4.7","PA",4,"1"
2016,"M12","December","4.8","PA",4,"1"
2017,"M12","December","4.3","PA",4,"1"
2018,"M12","December","3.8","PA",4,"1"
2019,"M12","December","4.5","PA",4,"1"
1976,"M12","December","8.3","RI",4,"1"
1977,"M12","December","7.0","RI",4,"1"
1978,"M12","December","5.7","RI",4,"1"
1979,"M12","December","6.4","RI",4,"1"
1980,"M12","December","6.9","RI",4,"1"
1981,"M12","December","8.5","RI",4,"1"
1982,"M12","December","9.7","RI",4,"1"
1983,"M12","December","6.2","RI",4,"1"
1984,"M12","December","4.5","RI",4,"1"
1985,"M12","December","3.8","RI",4,"1"
1986,"M12","December","3.5","RI",4,"1"
1987,"M12","December","2.9","RI",4,"1"
1988,"M12","December","2.8","RI",4,"1"
1989,"M12","December","4.9","RI",4,"1"
1990,"M12","December","7.0","RI",4,"1"
1991,"M12","December","8.5","RI",4,"1"
1992,"M12","December","7.9","RI",4,"1"
1993,"M12","December","6.9","RI",4,"1"
1994,"M12","December","5.9","RI",4,"1"
1995,"M12","December","5.3","RI",4,"1"
1996,"M12","December","4.8","RI",4,"1"
1997,"M12","December","4.5","RI",4,"1"
1998,"M12","December","3.9","RI",4,"1"
1999,"M12","December","3.6","RI",4,"1"
2000,"M12","December","3.6","RI",4,"1"
2001,"M12","December","4.3","RI",4,"1"
2002,"M12","December","4.8","RI",4,"1"
2003,"M12","December","4.8","RI",4,"1"
2004,"M12","December","4.5","RI",4,"1"
2005,"M12","December","4.7","RI",4,"1"
2006,"M12","December","4.3","RI",4,"1"
2007,"M12","December","5.6","RI",4,"1"
2008,"M12","December","9.2","RI",4,"1"
2009,"M12","December","10.7","RI",4,"1"
2010,"M12","December","10.8","RI",4,"1"
2011,"M12","December","10.9","RI",4,"1"
2012,"M12","December","9.2","RI",4,"1"
2013,"M12","December","8.7","RI",4,"1"
2014,"M12","December","6.3","RI",4,"1"
2015,"M12","December","5.2","RI",4,"1"
2016,"M12","December","4.3","RI",4,"1"
2017,"M12","December","4.1","RI",4,"1"
2018,"M12","December","3.5","RI",4,"1"
2019,"M12","December","3.2","RI",4,"1"
1976,"M12","December","6.8","SC",4,"1"
1977,"M12","December","5.8","SC",4,"1"
1978,"M12","December","5.3","SC",4,"1"
1979,"M12","December","4.9","SC",4,"1"
1980,"M12","December","6.8","SC",4,"1"
1981,"M12","December","9.8","SC",4,"1"
1982,"M12","December","12.0","SC",4,"1"
1983,"M12","December","8.0","SC",4,"1"
1984,"M12","December","6.5","SC",4,"1"
1985,"M12","December","6.8","SC",4,"1"
1986,"M12","December","5.9","SC",4,"1"
1987,"M12","December","4.9","SC",4,"1"
1988,"M12","December","4.1","SC",4,"1"
1989,"M12","December","4.6","SC",4,"1"
1990,"M12","December","5.1","SC",4,"1"
1991,"M12","December","6.5","SC",4,"1"
1992,"M12","December","6.6","SC",4,"1"
1993,"M12","December","6.5","SC",4,"1"
1994,"M12","December","4.9","SC",4,"1"
1995,"M12","December","5.2","SC",4,"1"
1996,"M12","December","5.6","SC",4,"1"
1997,"M12","December","3.4","SC",4,"1"
1998,"M12","December","3.7","SC",4,"1"
1999,"M12","December","3.8","SC",4,"1"
2000,"M12","December","3.7","SC",4,"1"
2001,"M12","December","5.8","SC",4,"1"
2002,"M12","December","5.9","SC",4,"1"
2003,"M12","December","6.7","SC",4,"1"
2004,"M12","December","6.8","SC",4,"1"
2005,"M12","December","6.7","SC",4,"1"
2006,"M12","December","6.0","SC",4,"1"
2007,"M12","December","5.8","SC",4,"1"
2008,"M12","December","9.1","SC",4,"1"
2009,"M12","December","11.5","SC",4,"1"
2010,"M12","December","10.8","SC",4,"1"
2011,"M12","December","9.9","SC",4,"1"
2012,"M12","December","8.6","SC",4,"1"
2013,"M12","December","6.3","SC",4,"1"
2014,"M12","December","6.4","SC",4,"1"
2015,"M12","December","5.5","SC",4,"1"
2016,"M12","December","4.6","SC",4,"1"
2017,"M12","December","4.1","SC",4,"1"
2018,"M12","December","3.5","SC",4,"1"
2019,"M12","December","2.4","SC",4,"1"
1976,"M12","December","3.4","SD",4,"1"
1977,"M12","December","3.0","SD",4,"1"
1978,"M12","December","3.2","SD",4,"1"
1979,"M12","December","3.5","SD",4,"1"
1980,"M12","December","5.2","SD",4,"1"
1981,"M12","December","4.8","SD",4,"1"
1982,"M12","December","5.8","SD",4,"1"
1983,"M12","December","4.6","SD",4,"1"
1984,"M12","December","4.4","SD",4,"1"
1985,"M12","December","4.9","SD",4,"1"
1986,"M12","December","4.3","SD",4,"1"
1987,"M12","December","4.1","SD",4,"1"
1988,"M12","December","4.0","SD",4,"1"
1989,"M12","December","3.9","SD",4,"1"
1990,"M12","December","3.5","SD",4,"1"
1991,"M12","December","3.3","SD",4,"1"
1992,"M12","December","3.2","SD",4,"1"
1993,"M12","December","3.3","SD",4,"1"
1994,"M12","December","3.1","SD",4,"1"
1995,"M12","December","3.2","SD",4,"1"
1996,"M12","December","3.1","SD",4,"1"
1997,"M12","December","2.9","SD",4,"1"
1998,"M12","December","2.7","SD",4,"1"
1999,"M12","December","2.5","SD",4,"1"
2000,"M12","December","2.6","SD",4,"1"
2001,"M12","December","3.5","SD",4,"1"
2002,"M12","December","3.2","SD",4,"1"
2003,"M12","December","3.7","SD",4,"1"
2004,"M12","December","3.9","SD",4,"1"
2005,"M12","December","3.5","SD",4,"1"
2006,"M12","December","3.1","SD",4,"1"
2007,"M12","December","2.7","SD",4,"1"
2008,"M12","December","3.9","SD",4,"1"
2009,"M12","December","5.3","SD",4,"1"
2010,"M12","December","5.1","SD",4,"1"
2011,"M12","December","4.5","SD",4,"1"
2012,"M12","December","4.1","SD",4,"1"
2013,"M12","December","3.6","SD",4,"1"
2014,"M12","December","3.5","SD",4,"1"
2015,"M12","December","3.0","SD",4,"1"
2016,"M12","December","3.3","SD",4,"1"
2017,"M12","December","3.4","SD",4,"1"
2018,"M12","December","3.2","SD",4,"1"
2019,"M12","December","3.5","SD",4,"1"
1976,"M12","December","6.0","TN",4,"1"
1977,"M12","December","5.5","TN",4,"1"
1978,"M12","December","5.5","TN",4,"1"
1979,"M12","December","5.5","TN",4,"1"
1980,"M12","December","7.8","TN",4,"1"
1981,"M12","December","10.2","TN",4,"1"
1982,"M12","December","13.2","TN",4,"1"
1983,"M12","December","9.7","TN",4,"1"
1984,"M12","December","7.5","TN",4,"1"
1985,"M12","December","7.7","TN",4,"1"
1986,"M12","December","7.1","TN",4,"1"
1987,"M12","December","5.5","TN",4,"1"
1988,"M12","December","5.5","TN",4,"1"
1989,"M12","December","4.9","TN",4,"1"
1990,"M12","December","5.9","TN",4,"1"
1991,"M12","December","6.4","TN",4,"1"
1992,"M12","December","6.2","TN",4,"1"
1993,"M12","December","4.5","TN",4,"1"
1994,"M12","December","4.1","TN",4,"1"
1995,"M12","December","4.7","TN",4,"1"
1996,"M12","December","5.2","TN",4,"1"
1997,"M12","December","4.3","TN",4,"1"
1998,"M12","December","3.9","TN",4,"1"
1999,"M12","December","3.5","TN",4,"1"
2000,"M12","December","3.6","TN",4,"1"
2001,"M12","December","5.6","TN",4,"1"
2002,"M12","December","5.0","TN",4,"1"
2003,"M12","December","5.2","TN",4,"1"
2004,"M12","December","5.6","TN",4,"1"
2005,"M12","December","5.1","TN",4,"1"
2006,"M12","December","4.4","TN",4,"1"
2007,"M12","December","5.4","TN",4,"1"
2008,"M12","December","8.1","TN",4,"1"
2009,"M12","December","10.3","TN",4,"1"
2010,"M12","December","9.2","TN",4,"1"
2011,"M12","December","7.8","TN",4,"1"
2012,"M12","December","7.7","TN",4,"1"
2013,"M12","December","6.8","TN",4,"1"
2014,"M12","December","5.9","TN",4,"1"
2015,"M12","December","4.7","TN",4,"1"
2016,"M12","December","4.4","TN",4,"1"
2017,"M12","December","3.3","TN",4,"1"
2018,"M12","December","3.2","TN",4,"1"
2019,"M12","December","3.1","TN",4,"1"
1976,"M12","December","5.2","TX",4,"1"
1977,"M12","December","4.5","TX",4,"1"
1978,"M12","December","4.2","TX",4,"1"
1979,"M12","December","3.7","TX",4,"1"
1980,"M12","December","4.6","TX",4,"1"
1981,"M12","December","5.1","TX",4,"1"
1982,"M12","December","7.9","TX",4,"1"
1983,"M12","December","6.5","TX",4,"1"
1984,"M12","December","5.8","TX",4,"1"
1985,"M12","December","6.9","TX",4,"1"
1986,"M12","December","8.5","TX",4,"1"
1987,"M12","December","7.4","TX",4,"1"
1988,"M12","December","6.5","TX",4,"1"
1989,"M12","December","6.0","TX",4,"1"
1990,"M12","December","6.3","TX",4,"1"
1991,"M12","December","7.0","TX",4,"1"
1992,"M12","December","7.2","TX",4,"1"
1993,"M12","December","6.4","TX",4,"1"
1994,"M12","December","5.4","TX",4,"1"
1995,"M12","December","5.7","TX",4,"1"
1996,"M12","December","5.2","TX",4,"1"
1997,"M12","December","4.5","TX",4,"1"
1998,"M12","December","4.3","TX",4,"1"
1999,"M12","December","4.2","TX",4,"1"
2000,"M12","December","3.5","TX",4,"1"
2001,"M12","December","5.6","TX",4,"1"
2002,"M12","December","6.2","TX",4,"1"
2003,"M12","December","5.8","TX",4,"1"
2004,"M12","December","5.5","TX",4,"1"
2005,"M12","December","5.0","TX",4,"1"
2006,"M12","December","4.1","TX",4,"1"
2007,"M12","December","4.2","TX",4,"1"
2008,"M12","December","5.5","TX",4,"1"
2009,"M12","December","8.0","TX",4,"1"
2010,"M12","December","7.8","TX",4,"1"
2011,"M12","December","6.9","TX",4,"1"
2012,"M12","December","6.2","TX",4,"1"
2013,"M12","December","5.4","TX",4,"1"
2014,"M12","December","4.2","TX",4,"1"
2015,"M12","December","4.2","TX",4,"1"
2016,"M12","December","4.5","TX",4,"1"
2017,"M12","December","3.8","TX",4,"1"
2018,"M12","December","3.6","TX",4,"1"
2019,"M12","December","3.3","TX",4,"1"
1976,"M12","December","4.8","UT",4,"1"
1977,"M12","December","3.9","UT",4,"1"
1978,"M12","December","3.3","UT",4,"1"
