state,year,quarter,HPI
NV,1975,1,52.43
NV,1975,2,44
NV,1975,3,45.11
NV,1975,4,53.52
NV,1976,1,49.91
NV,1976,2,56.06
NV,1976,3,60.33
NV,1976,4,74.18
NV,1977,1,56.05
NV,1977,2,63.42
NV,1977,3,70.94
NV,1977,4,76.7
NV,1978,1,73.88
NV,1978,2,82.81
NV,1978,3,87.77
NV,1978,4,89.37
NV,1979,1,95.46
NV,1979,2,101.08
NV,1979,3,90.67
NV,1979,4,97.99
NV,1980,1,100
NV,1980,2,102.15
NV,1980,3,105.76
NV,1980,4,102.7
NV,1981,1,109.4
NV,1981,2,117.1
NV,1981,3,118.11
NV,1981,4,113.79
NV,1982,1,120.06
NV,1982,2,120.61
NV,1982,3,121.11
NV,1982,4,123.31
NV,1983,1,120.15
NV,1983,2,117.59
NV,1983,3,119.76
NV,1983,4,115.55
NV,1984,1,119.81
NV,1984,2,118.6
NV,1984,3,113.55
NV,1984,4,117.24
NV,1985,1,117.72
NV,1985,2,117.93
NV,1985,3,118.72
NV,1985,4,118.97
NV,1986,1,121.51
NV,1986,2,124.43
NV,1986,3,124.45
NV,1986,4,124.16
NV,1987,1,126.81
NV,1987,2,126.15
NV,1987,3,125.36
NV,1987,4,124.86
NV,1988,1,126.03
NV,1988,2,126.99
NV,1988,3,128.55
NV,1988,4,130.19
NV,1989,1,130.68
NV,1989,2,132.61
NV,1989,3,136.04
NV,1989,4,137.95
NV,1990,1,140.66
NV,1990,2,142.67
NV,1990,3,146.41
NV,1990,4,148.06
NV,1991,1,151.25
NV,1991,2,152.34
NV,1991,3,153.07
NV,1991,4,156.33
NV,1992,1,157.78
NV,1992,2,157.29
NV,1992,3,160.16
NV,1992,4,161.08
NV,1993,1,160.91
NV,1993,2,162.32
NV,1993,3,163.6
NV,1993,4,164.45
NV,1994,1,164.64
NV,1994,2,165.34
NV,1994,3,166.21
NV,1994,4,165.75
NV,1995,1,166.94
NV,1995,2,170.5
NV,1995,3,173.1
NV,1995,4,174.49
NV,1996,1,176.46
NV,1996,2,175.93
NV,1996,3,175.87
NV,1996,4,177.71
NV,1997,1,178.87
NV,1997,2,178.86
NV,1997,3,181.74
NV,1997,4,182.86
NV,1998,1,185
NV,1998,2,185.37
NV,1998,3,186.16
NV,1998,4,187.34
NV,1999,1,187.76
NV,1999,2,187.41
NV,1999,3,188.7
NV,1999,4,188.79
NV,2000,1,190.56
NV,2000,2,192.98
NV,2000,3,194.75
NV,2000,4,197.58
NV,2001,1,201.96
NV,2001,2,204.57
NV,2001,3,208.36
NV,2001,4,211.02
NV,2002,1,214.06
NV,2002,2,217.56
NV,2002,3,222.31
NV,2002,4,224.78
NV,2003,1,228.84
NV,2003,2,233.35
NV,2003,3,240.07
NV,2003,4,254.41
NV,2004,1,267.84
NV,2004,2,292.15
NV,2004,3,329.34
NV,2004,4,341.72
NV,2005,1,355.72
NV,2005,2,374.46
NV,2005,3,387.55
NV,2005,4,402.14
NV,2006,1,411.17
NV,2006,2,411.73
NV,2006,3,413.19
NV,2006,4,412.03
NV,2007,1,409.44
NV,2007,2,400.59
NV,2007,3,387.4
NV,2007,4,376.98
NV,2008,1,356.04
NV,2008,2,327.68
NV,2008,3,294.78
NV,2008,4,279.12
NV,2009,1,277.72
NV,2009,2,257.7
NV,2009,3,240.02
NV,2009,4,232.74
NV,2010,1,223.78
NV,2010,2,216.03
NV,2010,3,216.98
NV,2010,4,211.27
NV,2011,1,199.63
NV,2011,2,186.44
NV,2011,3,185.33
NV,2011,4,185.41
NV,2012,1,183.32
NV,2012,2,182.71
NV,2012,3,187.25
NV,2012,4,192.44
NV,2013,1,198.3
NV,2013,2,210.91
NV,2013,3,224.39
NV,2013,4,234.28
NV,2014,1,240.01
NV,2014,2,247.67
NV,2014,3,256.87
NV,2014,4,260.5
NV,2015,1,265.85
NV,2015,2,274.72
NV,2015,3,283.2
NV,2015,4,289.77
NV,2016,1,292.99
NV,2016,2,300.49
NV,2016,3,309.69
NV,2016,4,312.55
NV,2017,1,319.04
NV,2017,2,329.44
NV,2017,3,339.57
NV,2017,4,348.09
NV,2018,1,360.17
NV,2018,2,375.16
NV,2018,3,386.65
NV,2018,4,392.8
NV,2019,1,395.31
NV,2019,2,401.01
NV,2019,3,407.09
NV,2019,4,408
NV,2020,1,414.19
NV,2020,2,418.15
NY,1975,1,78.57
NY,1975,2,75.67
NY,1975,3,77.6
NY,1975,4,79.94
NY,1976,1,73.37
NY,1976,2,75.01
NY,1976,3,75.6
NY,1976,4,74.15
NY,1977,1,77.83
NY,1977,2,82.93
NY,1977,3,82.36
NY,1977,4,84.78
NY,1978,1,83.38
NY,1978,2,87.78
NY,1978,3,83.87
NY,1978,4,84.12
NY,1979,1,96.16
NY,1979,2,95.7
NY,1979,3,94.71
NY,1979,4,98.32
NY,1980,1,100
NY,1980,2,107.03
NY,1980,3,114.78
NY,1980,4,111.23
NY,1981,1,112.33
NY,1981,2,108.62
NY,1981,3,115.64
NY,1981,4,115.29
NY,1982,1,129.69
NY,1982,2,133.67
NY,1982,3,124.91
NY,1982,4,128.85
NY,1983,1,129.04
NY,1983,2,132.84
NY,1983,3,138.43
NY,1983,4,147.12
NY,1984,1,150.76
NY,1984,2,156.58
NY,1984,3,162.24
NY,1984,4,169.34
NY,1985,1,176.36
NY,1985,2,184.61
NY,1985,3,191.39
NY,1985,4,198.86
NY,1986,1,206.86
NY,1986,2,217.26
NY,1986,3,227.11
NY,1986,4,237.3
NY,1987,1,246.67
NY,1987,2,255.36
NY,1987,3,267.03
NY,1987,4,270.85
NY,1988,1,277.24
NY,1988,2,280.8
NY,1988,3,282.8
NY,1988,4,283.63
NY,1989,1,283.41
NY,1989,2,282.89
NY,1989,3,285.78
NY,1989,4,286.64
NY,1990,1,286.62
NY,1990,2,283.33
NY,1990,3,281.77
NY,1990,4,278.62
NY,1991,1,278.32
NY,1991,2,280.15
NY,1991,3,279.3
NY,1991,4,281.49
NY,1992,1,286.76
NY,1992,2,282.83
NY,1992,3,285.98
NY,1992,4,288.01
NY,1993,1,282.73
NY,1993,2,289.32
NY,1993,3,288.4
NY,1993,4,289.55
NY,1994,1,286.26
NY,1994,2,282.44
NY,1994,3,280.92
NY,1994,4,275.76
NY,1995,1,274.45
NY,1995,2,279.16
NY,1995,3,283.8
NY,1995,4,282.98
NY,1996,1,287.69
NY,1996,2,285.9
NY,1996,3,283.98
NY,1996,4,283.77
NY,1997,1,283.7
NY,1997,2,287.21
NY,1997,3,289.66
NY,1997,4,292.59
NY,1998,1,299.1
NY,1998,2,301.38
NY,1998,3,303.76
NY,1998,4,307.76
NY,1999,1,310.08
NY,1999,2,315.96
NY,1999,3,324.81
NY,1999,4,330.95
NY,2000,1,335.71
NY,2000,2,345.84
NY,2000,3,355.95
NY,2000,4,361.45
NY,2001,1,369.51
NY,2001,2,377.71
NY,2001,3,388.1
NY,2001,4,394.91
NY,2002,1,404.64
NY,2002,2,417.47
NY,2002,3,430.07
NY,2002,4,439.32
NY,2003,1,449.18
NY,2003,2,460.02
NY,2003,3,467.08
NY,2003,4,489.07
NY,2004,1,499.41
NY,2004,2,514.1
NY,2004,3,539.28
NY,2004,4,552.8
NY,2005,1,567.47
NY,2005,2,586.35
NY,2005,3,605.5
NY,2005,4,619.2
NY,2006,1,630.21
NY,2006,2,632.1
NY,2006,3,631.42
NY,2006,4,639.53
NY,2007,1,642.78
NY,2007,2,640.58
NY,2007,3,631.35
NY,2007,4,633.36
NY,2008,1,636.83
NY,2008,2,624.79
NY,2008,3,608.38
NY,2008,4,602.69
NY,2009,1,609.92
NY,2009,2,596.71
NY,2009,3,582.28
NY,2009,4,577.23
NY,2010,1,573.31
NY,2010,2,569.89
NY,2010,3,577.89
NY,2010,4,577.67
NY,2011,1,568.99
NY,2011,2,560.83
NY,2011,3,558.39
NY,2011,4,562.81
NY,2012,1,558.44
NY,2012,2,552.97
NY,2012,3,554.78
NY,2012,4,556.73
NY,2013,1,557.48
NY,2013,2,559.22
NY,2013,3,561.64
NY,2013,4,561.59
NY,2014,1,561.62
NY,2014,2,567.61
NY,2014,3,575.86
NY,2014,4,579.78
NY,2015,1,585.24
NY,2015,2,589.6
NY,2015,3,595.13
NY,2015,4,597.01
NY,2016,1,599.67
NY,2016,2,610.03
NY,2016,3,618.32
NY,2016,4,624.57
NY,2017,1,626.7
NY,2017,2,637.36
NY,2017,3,650.52
NY,2017,4,657.65
NY,2018,1,665.44
NY,2018,2,674.24
NY,2018,3,684.86
NY,2018,4,687.6
NY,2019,1,692.23
NY,2019,2,706.97
NY,2019,3,716.84
NY,2019,4,724.63
NY,2020,1,732.79
NY,2020,2,734.89
OH,1975,1,65.08
OH,1975,2,64.74
OH,1975,3,64.34
OH,1975,4,65.77
OH,1976,1,66.38
OH,1976,2,68.66
OH,1976,3,71.11
OH,1976,4,72.4
OH,1977,1,73.2
OH,1977,2,75.11
OH,1977,3,78.76
OH,1977,4,81.09
OH,1978,1,83.17
OH,1978,2,86.25
OH,1978,3,88.9
OH,1978,4,91.29
OH,1979,1,95.54
OH,1979,2,98.34
OH,1979,3,99.16
OH,1979,4,100.74
OH,1980,1,100
OH,1980,2,99.6
OH,1980,3,101.98
OH,1980,4,103.39
OH,1981,1,103.14
OH,1981,2,103.66
OH,1981,3,103.2
OH,1981,4,101.63
OH,1982,1,101.08
OH,1982,2,98.31
OH,1982,3,101.97
OH,1982,4,103.28
OH,1983,1,102.68
OH,1983,2,105.39
OH,1983,3,106.12
OH,1983,4,105.62
OH,1984,1,106.03
OH,1984,2,107.2
OH,1984,3,107.24
OH,1984,4,107.45
OH,1985,1,108.12
OH,1985,2,109.32
OH,1985,3,110.61
OH,1985,4,111.49
OH,1986,1,112.99
OH,1986,2,114.49
OH,1986,3,116.34
OH,1986,4,117.88
OH,1987,1,120.1
OH,1987,2,122.54
OH,1987,3,124.97
OH,1987,4,126.2
OH,1988,1,128.33
OH,1988,2,131.07
OH,1988,3,132.23
OH,1988,4,133.47
OH,1989,1,135.05
OH,1989,2,136.43
OH,1989,3,139.33
OH,1989,4,140.32
OH,1990,1,141.86
OH,1990,2,143.18
OH,1990,3,145.19
OH,1990,4,145.5
OH,1991,1,147.15
OH,1991,2,149.21
OH,1991,3,150.22
OH,1991,4,152.45
OH,1992,1,154.13
OH,1992,2,155.15
OH,1992,3,157.29
OH,1992,4,158.84
OH,1993,1,159.57
OH,1993,2,161.41
OH,1993,3,163.34
OH,1993,4,165.29
OH,1994,1,167.2
OH,1994,2,169.96
OH,1994,3,170.92
OH,1994,4,172.44
OH,1995,1,173.36
OH,1995,2,176.68
OH,1995,3,179.76
OH,1995,4,182
OH,1996,1,184.63
OH,1996,2,186.34
OH,1996,3,187.68
OH,1996,4,189.56
OH,1997,1,192.07
OH,1997,2,193.57
OH,1997,3,196.26
OH,1997,4,198.67
OH,1998,1,201.04
OH,1998,2,202.91
OH,1998,3,205.41
OH,1998,4,207.62
OH,1999,1,209.8
OH,1999,2,211.61
OH,1999,3,212.3
OH,1999,4,213.63
OH,2000,1,215.88
OH,2000,2,218.49
OH,2000,3,221.1
OH,2000,4,223.99
OH,2001,1,228.25
OH,2001,2,230.63
OH,2001,3,232.78
OH,2001,4,234.69
OH,2002,1,236.69
OH,2002,2,238.29
OH,2002,3,240.65
OH,2002,4,242.23
OH,2003,1,244
OH,2003,2,245.77
OH,2003,3,247.79
OH,2003,4,251.18
OH,2004,1,252.68
OH,2004,2,254.25
OH,2004,3,257.12
OH,2004,4,259.85
OH,2005,1,262.16
OH,2005,2,264.24
OH,2005,3,266.74
OH,2005,4,267.13
OH,2006,1,267.15
OH,2006,2,266.06
OH,2006,3,265.45
OH,2006,4,266.54
OH,2007,1,266.68
OH,2007,2,265.06
OH,2007,3,262.17
OH,2007,4,262.12
OH,2008,1,263.33
OH,2008,2,259.33
OH,2008,3,252.87
OH,2008,4,253.41
OH,2009,1,257.99
OH,2009,2,252.14
OH,2009,3,247.08
OH,2009,4,246.66
OH,2010,1,243.9
OH,2010,2,242.05
OH,2010,3,245.29
OH,2010,4,244.24
OH,2011,1,236.82
OH,2011,2,233.24
OH,2011,3,236.21
OH,2011,4,236.9
OH,2012,1,234.04
OH,2012,2,232.94
OH,2012,3,235.16
OH,2012,4,234.6
OH,2013,1,233.56
OH,2013,2,234.31
OH,2013,3,235.46
OH,2013,4,235.3
OH,2014,1,235.72
OH,2014,2,240.94
OH,2014,3,243.43
OH,2014,4,244.68
OH,2015,1,246.01
OH,2015,2,250.12
OH,2015,3,252.82
OH,2015,4,253.56
OH,2016,1,254.76
OH,2016,2,259.13
OH,2016,3,264.68
OH,2016,4,264.5
OH,2017,1,265.88
OH,2017,2,274.1
OH,2017,3,277.85
OH,2017,4,278.68
OH,2018,1,282.57
OH,2018,2,289.18
OH,2018,3,294.12
OH,2018,4,294.99
OH,2019,1,298.09
OH,2019,2,304.72
OH,2019,3,309.09
OH,2019,4,312.05
OH,2020,1,315.72
OH,2020,2,318.31
OK,1975,1,52.09
OK,1975,2,52.86
OK,1975,3,52.26
OK,1975,4,53.21
OK,1976,1,54.57
OK,1976,2,60.58
OK,1976,3,59.26
OK,1976,4,61.97
OK,1977,1,63.91
OK,1977,2,63.76
OK,1977,3,67.83
OK,1977,4,69.52
OK,1978,1,71.95
OK,1978,2,77.77
OK,1978,3,81.58
OK,1978,4,84.16
OK,1979,1,88.16
OK,1979,2,90.56
OK,1979,3,93.4
OK,1979,4,95.8
OK,1980,1,100
OK,1980,2,98.71
OK,1980,3,103.77
OK,1980,4,101.71
OK,1981,1,102.58
OK,1981,2,106.13
OK,1981,3,111.32
OK,1981,4,113.18
OK,1982,1,115.93
OK,1982,2,118.74
OK,1982,3,119.65
OK,1982,4,122.61
OK,1983,1,123.57
OK,1983,2,125.54
OK,1983,3,126.61
OK,1983,4,125.89
OK,1984,1,122.08
OK,1984,2,121.98
OK,1984,3,119.5
OK,1984,4,119.41
OK,1985,1,118.59
OK,1985,2,116.81
OK,1985,3,116.92
OK,1985,4,113.59
OK,1986,1,115.74
OK,1986,2,116.85
OK,1986,3,112.68
OK,1986,4,111.17
OK,1987,1,111.07
OK,1987,2,107.97
OK,1987,3,102.36
OK,1987,4,99.97
OK,1988,1,97.76
OK,1988,2,98.54
OK,1988,3,96.73
OK,1988,4,97.42
OK,1989,1,97.91
OK,1989,2,99.51
OK,1989,3,100.96
OK,1989,4,100.19
OK,1990,1,100.04
OK,1990,2,101.12
OK,1990,3,100.8
OK,1990,4,100.44
OK,1991,1,102.25
OK,1991,2,103.55
OK,1991,3,103.84
OK,1991,4,105.8
OK,1992,1,106.45
OK,1992,2,106.46
OK,1992,3,108.11
OK,1992,4,108.59
OK,1993,1,108.96
OK,1993,2,110.82
OK,1993,3,112.3
OK,1993,4,114.07
OK,1994,1,114.63
OK,1994,2,116.81
OK,1994,3,116.68
OK,1994,4,117.01
OK,1995,1,117.59
OK,1995,2,119.68
OK,1995,3,121.63
OK,1995,4,122.3
OK,1996,1,123.79
OK,1996,2,124.77
OK,1996,3,125.67
OK,1996,4,126.32
OK,1997,1,126.91
OK,1997,2,127.74
OK,1997,3,129.45
OK,1997,4,131.27
OK,1998,1,133.05
OK,1998,2,134.18
OK,1998,3,135.64
OK,1998,4,137.88
OK,1999,1,138.61
OK,1999,2,139.87
OK,1999,3,141.91
OK,1999,4,142.04
OK,2000,1,143.47
OK,2000,2,145.12
OK,2000,3,147.47
OK,2000,4,148.5
OK,2001,1,151.9
OK,2001,2,153.43
OK,2001,3,155.09
OK,2001,4,156.82
OK,2002,1,157.6
OK,2002,2,159.16
OK,2002,3,161.35
OK,2002,4,163.27
OK,2003,1,164.3
OK,2003,2,166.43
OK,2003,3,167.53
OK,2003,4,169.17
OK,2004,1,171.08
OK,2004,2,172.67
OK,2004,3,173.94
OK,2004,4,176.95
OK,2005,1,178.03
OK,2005,2,181.07
OK,2005,3,184.47
OK,2005,4,186.57
OK,2006,1,187.9
OK,2006,2,190.35
OK,2006,3,191.73
OK,2006,4,194.55
OK,2007,1,196.96
OK,2007,2,197.73
OK,2007,3,200.45
OK,2007,4,202.22
OK,2008,1,203.29
OK,2008,2,204.38
OK,2008,3,202.79
OK,2008,4,202.86
OK,2009,1,206.21
OK,2009,2,204.39
OK,2009,3,203
OK,2009,4,203.74
OK,2010,1,202.17
OK,2010,2,202.04
OK,2010,3,204.04
OK,2010,4,203.36
OK,2011,1,199.19
OK,2011,2,199.09
OK,2011,3,198.64
OK,2011,4,201.57
OK,2012,1,201.49
OK,2012,2,201.4
OK,2012,3,203.02
OK,2012,4,204.11
OK,2013,1,204.29
OK,2013,2,206.25
OK,2013,3,207.12
OK,2013,4,206.28
OK,2014,1,208.74
OK,2014,2,210.7
OK,2014,3,213.62
OK,2014,4,214.74
OK,2015,1,216.43
OK,2015,2,219.45
OK,2015,3,221.91
OK,2015,4,223.71
OK,2016,1,223.34
OK,2016,2,225.42
OK,2016,3,228.42
OK,2016,4,228.72
OK,2017,1,230.59
OK,2017,2,234.73
OK,2017,3,235.58
OK,2017,4,236.9
OK,2018,1,237.89
OK,2018,2,241.52
OK,2018,3,243.4
OK,2018,4,244.29
OK,2019,1,247.3
OK,2019,2,250.13
OK,2019,3,255.67
OK,2019,4,258.08
OK,2020,1,259.5
OK,2020,2,261.26
OR,1975,1,50.79
OR,1975,2,51.3
OR,1975,3,54.06
OR,1975,4,53.03
OR,1976,1,57.16
OR,1976,2,56.84
OR,1976,3,59.84
OR,1976,4,63.47
OR,1977,1,67.13
OR,1977,2,69.11
OR,1977,3,74.04
OR,1977,4,78.19
OR,1978,1,80.09
OR,1978,2,84.73
OR,1978,3,88.2
OR,1978,4,91.98
OR,1979,1,95.69
OR,1979,2,96.28
OR,1979,3,98.35
OR,1979,4,100.06
OR,1980,1,100
OR,1980,2,98.76
OR,1980,3,105.27
OR,1980,4,101.97
OR,1981,1,97.4
OR,1981,2,98.55
OR,1981,3,95.74
OR,1981,4,89.83
OR,1982,1,99.94
OR,1982,2,93.9
OR,1982,3,96
OR,1982,4,102.43
OR,1983,1,98.73
OR,1983,2,100.22
OR,1983,3,99.27
OR,1983,4,98.81
OR,1984,1,98.49
OR,1984,2,97.62
OR,1984,3,96.2
OR,1984,4,99.66
OR,1985,1,97.92
OR,1985,2,97.82
OR,1985,3,97.02
OR,1985,4,97.18
OR,1986,1,97.97
OR,1986,2,98.69
OR,1986,3,99.55
OR,1986,4,97.82
OR,1987,1,99.99
OR,1987,2,100.37
OR,1987,3,99.44
OR,1987,4,98.75
OR,1988,1,100.79
OR,1988,2,101.43
OR,1988,3,105.06
OR,1988,4,105.66
OR,1989,1,107.94
OR,1989,2,110.49
OR,1989,3,113.8
OR,1989,4,116.67
OR,1990,1,120.87
OR,1990,2,126.95
OR,1990,3,131.61
OR,1990,4,133.92
OR,1991,1,136.4
OR,1991,2,139.43
OR,1991,3,141.88
OR,1991,4,144.92
OR,1992,1,147.87
OR,1992,2,149.73
OR,1992,3,153.39
OR,1992,4,156.29
OR,1993,1,158.4
OR,1993,2,161.61
OR,1993,3,165.39
OR,1993,4,168.86
OR,1994,1,173.15
OR,1994,2,179.22
OR,1994,3,183.67
OR,1994,4,186.84
OR,1995,1,191.03
OR,1995,2,195.77
OR,1995,3,200.6
OR,1995,4,203.9
OR,1996,1,207.88
OR,1996,2,210.92
OR,1996,3,214.36
OR,1996,4,217.97
OR,1997,1,221.61
OR,1997,2,224.05
OR,1997,3,228.7
OR,1997,4,231.58
OR,1998,1,235.04
OR,1998,2,236.29
OR,1998,3,238.75
OR,1998,4,240.98
OR,1999,1,242.11
OR,1999,2,243.59
OR,1999,3,244.3
OR,1999,4,245.14
OR,2000,1,247.73
OR,2000,2,249.33
OR,2000,3,251.68
OR,2000,4,254.41
OR,2001,1,261.35
OR,2001,2,263.79
OR,2001,3,266.19
OR,2001,4,268.5
OR,2002,1,271.91
OR,2002,2,273.76
OR,2002,3,278.47
OR,2002,4,280.71
OR,2003,1,283.63
OR,2003,2,286.25
OR,2003,3,290.32
OR,2003,4,297.68
OR,2004,1,301.42
OR,2004,2,310.44
OR,2004,3,324.24
OR,2004,4,331.76
OR,2005,1,341.79
OR,2005,2,359.99
OR,2005,3,379.99
OR,2005,4,396.64
OR,2006,1,410.97
OR,2006,2,427.49
OR,2006,3,438.68
OR,2006,4,447.03
OR,2007,1,452.06
OR,2007,2,457.17
OR,2007,3,454.89
OR,2007,4,456.52
OR,2008,1,453.96
OR,2008,2,445.66
OR,2008,3,431.19
OR,2008,4,424.83
OR,2009,1,422.26
OR,2009,2,405.98
OR,2009,3,391.73
OR,2009,4,384.68
OR,2010,1,377.98
OR,2010,2,372.3
OR,2010,3,372.49
OR,2010,4,366.79
OR,2011,1,351.56
OR,2011,2,341.5
OR,2011,3,344.44
OR,2011,4,347.56
OR,2012,1,341.36
OR,2012,2,338.21
OR,2012,3,345.47
OR,2012,4,351.03
OR,2013,1,353.79
OR,2013,2,363.53
OR,2013,3,374.49
OR,2013,4,379.04
OR,2014,1,384.81
OR,2014,2,397.19
OR,2014,3,403.87
OR,2014,4,408.38
OR,2015,1,414.19
OR,2015,2,428.6
OR,2015,3,442.85
OR,2015,4,450.28
OR,2016,1,460.3
OR,2016,2,476.51
OR,2016,3,491.36
OR,2016,4,499.16
OR,2017,1,505.41
OR,2017,2,522.56
OR,2017,3,532.31
OR,2017,4,535.56
OR,2018,1,544.58
OR,2018,2,558.85
OR,2018,3,565.39
OR,2018,4,566.63
OR,2019,1,572.62
OR,2019,2,583.6
OR,2019,3,590.42
OR,2019,4,596.36
OR,2020,1,601.19
OR,2020,2,608.54
PA,1975,1,70.6
PA,1975,2,69.49
PA,1975,3,73.87
PA,1975,4,71.61
PA,1976,1,72.65
PA,1976,2,76.51
PA,1976,3,77.33
PA,1976,4,75.35
PA,1977,1,74.38
PA,1977,2,80.25
PA,1977,3,80.74
PA,1977,4,83.59
PA,1978,1,83.89
PA,1978,2,87.27
PA,1978,3,86.1
PA,1978,4,87.77
PA,1979,1,92.01
PA,1979,2,96.61
PA,1979,3,95.87
PA,1979,4,98.66
PA,1980,1,100
PA,1980,2,95.99
PA,1980,3,101.36
PA,1980,4,101.28
PA,1981,1,101.49
PA,1981,2,103.56
PA,1981,3,104.12
PA,1981,4,101.05
PA,1982,1,105.42
PA,1982,2,107.85
PA,1982,3,104.94
PA,1982,4,105.6
PA,1983,1,108.47
PA,1983,2,110.19
PA,1983,3,112.51
PA,1983,4,113.44
PA,1984,1,113.46
PA,1984,2,116.52
PA,1984,3,118.32
PA,1984,4,119.18
PA,1985,1,120.63
PA,1985,2,123.87
PA,1985,3,126.25
PA,1985,4,127.98
PA,1986,1,130.97
PA,1986,2,134.65
PA,1986,3,139.24
PA,1986,4,143.92
PA,1987,1,148.63
PA,1987,2,154.63
PA,1987,3,162.23
PA,1987,4,167.77
PA,1988,1,171.27
PA,1988,2,178.36
PA,1988,3,183.03
PA,1988,4,184.73
PA,1989,1,186.99
PA,1989,2,188.39
PA,1989,3,192.49
PA,1989,4,194.94
PA,1990,1,195.15
PA,1990,2,195.51
PA,1990,3,195.94
PA,1990,4,195.34
PA,1991,1,196.99
PA,1991,2,198.5
PA,1991,3,198.59
PA,1991,4,202.21
PA,1992,1,203.24
PA,1992,2,202.95
PA,1992,3,204.85
PA,1992,4,206.18
PA,1993,1,205.89
PA,1993,2,207.28
PA,1993,3,208.09
PA,1993,4,209.91
PA,1994,1,209.87
PA,1994,2,208.69
PA,1994,3,207.09
PA,1994,4,205.48
PA,1995,1,204.87
PA,1995,2,208.29
PA,1995,3,211.84
PA,1995,4,213.05
PA,1996,1,215.69
PA,1996,2,213.28
PA,1996,3,212.47
PA,1996,4,213.87
PA,1997,1,215.29
PA,1997,2,215.15
PA,1997,3,217.27
PA,1997,4,219.51
PA,1998,1,223.02
PA,1998,2,223.44
PA,1998,3,224.35
PA,1998,4,227.33
PA,1999,1,228.82
PA,1999,2,229.4
PA,1999,3,230.44
PA,1999,4,231.51
PA,2000,1,233.76
PA,2000,2,237.18
PA,2000,3,239.68
PA,2000,4,242.48
PA,2001,1,248.75
PA,2001,2,252.76
PA,2001,3,256.07
PA,2001,4,259.35
PA,2002,1,263.37
PA,2002,2,267.97
PA,2002,3,273.5
PA,2002,4,278.23
PA,2003,1,281.4
PA,2003,2,285.05
PA,2003,3,290.96
PA,2003,4,299.6
PA,2004,1,304.8
PA,2004,2,312.84
PA,2004,3,325.74
PA,2004,4,332.99
PA,2005,1,340.02
PA,2005,2,351.63
PA,2005,3,363.12
PA,2005,4,370.66
PA,2006,1,377.34
PA,2006,2,381.49
PA,2006,3,385.85
PA,2006,4,390.36
PA,2007,1,393.91
PA,2007,2,395.48
PA,2007,3,393.69
PA,2007,4,395.43
PA,2008,1,398.18
PA,2008,2,393.22
PA,2008,3,386.44
PA,2008,4,385.81
PA,2009,1,389.72
PA,2009,2,383.9
PA,2009,3,376.48
PA,2009,4,375.17
PA,2010,1,372.82
PA,2010,2,370.8
PA,2010,3,375.15
PA,2010,4,374.21
PA,2011,1,368.39
PA,2011,2,363.46
PA,2011,3,363.88
PA,2011,4,365.3
PA,2012,1,362.19
PA,2012,2,360.49
PA,2012,3,362.42
PA,2012,4,363.59
PA,2013,1,363.78
PA,2013,2,365.19
PA,2013,3,366.76
PA,2013,4,366.25
PA,2014,1,366.29
PA,2014,2,371.13
PA,2014,3,373.53
PA,2014,4,374.43
PA,2015,1,378.3
PA,2015,2,381.17
PA,2015,3,382.64
PA,2015,4,383.51
PA,2016,1,385.32
PA,2016,2,391.79
PA,2016,3,395.82
PA,2016,4,396.97
PA,2017,1,398.06
PA,2017,2,405.83
PA,2017,3,411.39
PA,2017,4,413.31
PA,2018,1,418.01
PA,2018,2,424.87
PA,2018,3,428.82
PA,2018,4,430.06
PA,2019,1,434.4
PA,2019,2,443.36
PA,2019,3,448.88
PA,2019,4,453.36
PA,2020,1,458.52
PA,2020,2,460.44
RI,1975,1,61.74
RI,1975,2,65.97
RI,1975,3,65.44
RI,1975,4,66.99
RI,1976,1,65.66
RI,1976,2,68.71
RI,1976,3,71.06
RI,1976,4,69.9
RI,1977,1,69.54
RI,1977,2,72.63
RI,1977,3,75.19
RI,1977,4,77.07
RI,1978,1,79.85
RI,1978,2,82.17
RI,1978,3,84.02
RI,1978,4,88.63
RI,1979,1,90.53
RI,1979,2,92.19
RI,1979,3,93.36
RI,1979,4,100.53
RI,1980,1,100
RI,1980,2,102.96
RI,1980,3,102.66
RI,1980,4,99.7
RI,1981,1,95.03
RI,1981,2,106.23
RI,1981,3,103.7
RI,1981,4,100.31
RI,1982,1,103.05
RI,1982,2,103.55
RI,1982,3,103.91
RI,1982,4,108.46
RI,1983,1,110.12
RI,1983,2,111.94
RI,1983,3,119.15
RI,1983,4,121.11
RI,1984,1,119.53
RI,1984,2,121.17
RI,1984,3,127.09
RI,1984,4,128.94
RI,1985,1,131.75
RI,1985,2,137.93
RI,1985,3,142.2
RI,1985,4,151.04
RI,1986,1,155.12
RI,1986,2,162.74
RI,1986,3,174
RI,1986,4,190.2
RI,1987,1,203.71
RI,1987,2,215.41
RI,1987,3,231.69
RI,1987,4,241.15
RI,1988,1,249.48
RI,1988,2,252.54
RI,1988,3,255.17
RI,1988,4,257.36
RI,1989,1,259.55
RI,1989,2,260.74
RI,1989,3,266.62
RI,1989,4,267.73
RI,1990,1,264.83
RI,1990,2,260.28
RI,1990,3,260.71
RI,1990,4,255.25
RI,1991,1,256.05
RI,1991,2,250.44
RI,1991,3,247.59
RI,1991,4,250.62
RI,1992,1,249.23
RI,1992,2,245.84
RI,1992,3,245.98
RI,1992,4,247.03
RI,1993,1,245.61
RI,1993,2,245.84
RI,1993,3,245.08
RI,1993,4,247.48
